item_no,item_description,vendor,item_status,active,total_stock,warehouse_stock,base_price,rrp
SKU00168,Product 168,BrandC,Active,Y,289,157,6.73,9.77
SKU00169,Product 169,BrandA,Active,Y,128,82,17.02,23.76
SKU00170,Product 170,BrandD,Active,Y,259,143,12.94,16.6
SKU00171,Product 171,BrandA,Active,Y,170,89,12.22,18.21
SKU00172,Product 172,BrandA,Active,N,307,126,15.21,19.72
SKU00173,Product 173,BrandB,Active,Y,358,144,17.88,26.81
SKU00174,Product 174,BrandD,Active,Y,151,74,14.43,21.63
SKU00175,Product 175,BrandD,Active,Y,672,378,16.44,20.67
SKU00176,Product 176,BrandB,Discontinued,Y,205,152,16.48,21.32
SKU00177,Product 177,BrandC,Active,Y,225,162,10.34,13.92
SKU00178,Product 178,BrandA,Active,Y,626,317,9.11,12.75
SKU00179,Product 179,BrandE,Active,Y,220,110,17.02,23.12
SKU00180,Product 180,BrandA,Obsolete,Y,372,183,10.66,15.89
SKU00181,Product 181,BrandA,Active,Y,298,160,18.55,26.29
SKU00182,Product 182,BrandC,Active,N,195,117,6.05,7.64
SKU00183,Product 183,BrandA,Active,Y,310,178,5.87,7.23
SKU00184,Product 184,BrandB,Active,Y,102,50,18.91,26.6
SKU00185,Product 185,BrandB,Obsolete,Y,202,91,14.73,18.38
SKU00186,Product 186,BrandD,Obsolete,Y,160,65,10.69,15.35
SKU00187,Product 187,BrandE,Active,Y,293,135,16.33,21.12
SKU00188,Product 188,BrandA,Active,Y,122,83,15.08,19.57
SKU00189,Product 189,BrandA,Obsolete,Y,133,66,12.97,15.61
SKU00190,Product 190,BrandC,Active,Y,65,38,6.48,9.14
SKU00191,Product 191,BrandB,Active,Y,195,124,17.18,21.2
SKU00192,Product 192,BrandE,Active,N,230,174,17.99,25.76
SKU00193,Product 193,BrandD,Active,Y,197,149,7.58,10.21
SKU00194,Product 194,BrandB,Obsolete,Y,179,125,17.76,25.49
SKU00195,Product 195,BrandD,Obsolete,Y,327,135,18.17,24.99
SKU00196,Product 196,BrandC,Obsolete,Y,530,334,13.24,16.22
SKU00197,Product 197,BrandC,Active,Y,467,334,14.84,21.22
SKU00198,Product 198,BrandA,Obsolete,Y,225,92,10.73,13.1
SKU00199,Product 199,BrandE,Active,Y,253,157,9.23,12.4
SKU00200,Product 200,BrandD,Active,Y,258,192,15.83,19.81
