item_no,item_description,vendor,item_status,active,total_stock,warehouse_stock,base_price,rrp
SKU00045,Product 45,BrandB,Active,Y,96,50,7.8,10.05
SKU00046,Product 46,BrandA,Obsolete,Y,119,59,5.3,7.09
SKU00047,Product 47,BrandB,Discontinued,N,216,126,10.86,14.37
SKU00048,Product 48,BrandE,Active,Y,98,70,7.87,11.15
SKU00049,Product 49,BrandB,Active,Y,172,135,11.17,14.69
SKU00050,Product 50,BrandD,Active,N,58,41,19.02,25.62
SKU00051,Product 51,BrandD,Active,Y,387,287,11.46,15.23
SKU00052,Product 52,BrandD,Discontinued,Y,214,137,18.17,25.84
SKU00053,Product 53,BrandD,Active,Y,557,409,14.08,20.54
SKU00054,Product 54,BrandE,Active,Y,230,164,8.71,11.84
SKU00055,Product 55,BrandC,Active,Y,75,41,10.34,14.86
SKU00056,Product 56,BrandA,Active,Y,790,490,6.26,8.07
SKU00057,Product 57,BrandD,Active,Y,356,257,10.0,13.62
SKU00058,Product 58,BrandB,Active,Y,140,59,15.16,19.76
SKU00059,Product 59,BrandD,Active,N,202,146,6.08,8.05
SKU00060,Product 60,BrandB,Active,Y,279,131,8.08,11.47
SKU00061,Product 61,BrandB,Active,Y,388,235,10.72,15.7
SKU00062,Product 62,BrandD,Active,N,70,51,19.73,24.4
SKU00063,Product 63,BrandE,Active,N,463,232,16.77,23.32
SKU00064,Product 64,BrandB,Active,N,583,291,16.0,21.99
SKU00065,Product 65,BrandB,Active,Y,761,427,6.74,8.33
SKU00066,Product 66,BrandD,Discontinued,Y,192,146,16.71,21.11
SKU00067,Product 67,BrandB,Active,Y,289,116,16.78,21.7
SKU00068,Product 68,BrandB,Obsolete,Y,288,219,14.02,17.53
SKU00069,Product 69,BrandD,Active,N,299,138,19.86,25.28
SKU00070,Product 70,BrandD,Active,Y,231,184,9.88,12.65
SKU00071,Product 71,BrandA,Active,Y,274,214,19.12,24.87
SKU00072,Product 72,BrandE,Active,N,267,160,18.72,26.67
SKU00073,Product 73,BrandE,Obsolete,Y,163,99,5.17,7.09
SKU00074,Product 74,BrandB,Active,Y,321,190,11.75,17.58
SKU00075,Product 75,BrandE,Active,Y,238,156,19.66,26.04
SKU00076,Product 76,BrandB,Active,Y,297,130,6.55,9.34
SKU00077,Product 77,BrandA,Active,N,533,220,13.22,19.32
SKU00078,Product 78,BrandD,Active,Y,196,83,19.68,27.62
SKU00079,Product 79,BrandD,Discontinued,Y,54,31,13.33,17.64
SKU00080,Product 80,BrandD,Active,Y,414,211,7.85,11.19
SKU00081,Product 81,BrandE,Active,Y,329,213,13.73,17.31
SKU00082,Product 82,BrandA,Obsolete,N,46,37,8.07,10.48
SKU00083,Product 83,BrandE,Active,N,57,32,12.8,17.46
SKU00084,Product 84,BrandE,Discontinued,Y,448,282,6.11,8.39
SKU00085,Product 85,BrandA,Active,N,120,68,14.08,16.99
SKU00086,Product 86,BrandA,Active,Y,301,222,12.75,18.92
SKU00087,Product 87,BrandA,Active,Y,307,234,16.1,22.68
SKU00088,Product 88,BrandA,Discontinued,Y,364,273,14.46,19.5
SKU00089,Product 89,BrandD,Active,Y,402,317,13.24,19.59
SKU00090,Product 90,BrandC,Active,Y,267,110,15.35,20.44
SKU00091,Product 91,BrandC,Active,Y,236,174,7.16,10.7
SKU00092,Product 92,BrandA,Active,Y,473,331,13.93,18.86
SKU00093,Product 93,BrandC,Active,Y,57,28,7.58,9.36
SKU00094,Product 94,BrandC,Active,Y,313,245,18.88,26.99
SKU00095,Product 95,BrandA,Active,Y,970,445,6.03,8.46
SKU00096,Product 96,BrandC,Obsolete,Y,274,184,11.46,16.41
SKU00097,Product 97,BrandE,Obsolete,Y,450,220,15.44,22.94
SKU00098,Product 98,BrandB,Active,Y,632,362,11.87,17.01
SKU00099,Product 99,BrandB,Active,Y,122,84,6.38,8.83
SKU00100,Product 100,BrandA,Active,Y,138,86,13.3,19.38
SKU00101,Product 101,BrandD,Active,Y,316,180,14.62,20.5
SKU00102,Product 102,BrandA,Active,Y,277,147,15.56,20.58
SKU00103,Product 103,BrandD,Active,Y,316,233,10.6,15.54
SKU00104,Product 104,BrandB,Active,Y,141,65,13.45,17.04
SKU00105,Product 105,BrandA,Obsolete,Y,187,107,11.76,16.63
SKU00106,Product 106,BrandE,Active,Y,327,249,15.08,22.08
SKU00107,Product 107,BrandC,Active,Y,176,130,13.75,19.52
SKU00108,Product 108,BrandD,Active,Y,169,95,12.89,18.16
SKU00109,Product 109,BrandC,Active,Y,122,86,8.74,12.46
SKU00110,Product 110,BrandC,Active,N,109,79,5.03,6.74
SKU00111,Product 111,BrandA,Active,Y,373,282,7.61,11.13
SKU00112,Product 112,BrandC,Active,Y,157,97,6.76,8.52
SKU00113,Product 113,BrandE,Active,Y,158,76,11.74,14.54
SKU00114,Product 114,BrandC,Active,N,277,139,14.18,18.23
SKU00115,Product 115,BrandA,Active,N,227,118,8.2,11.15
SKU00116,Product 116,BrandE,Active,Y,320,204,19.09,25.83
SKU00117,Product 117,BrandB,Active,Y,191,79,5.1,7.38
SKU00118,Product 118,BrandC,Active,Y,205,134,16.58,21.91
SKU00119,Product 119,BrandA,Active,Y,135,74,14.38,19.35
SKU00120,Product 120,BrandB,Obsolete,Y,296,153,10.6,12.76
SKU00121,Product 121,BrandB,Active,Y,171,129,5.76,7.62
SKU00122,Product 122,BrandD,Active,N,416,243,14.41,20.09
SKU00123,Product 123,BrandE,Active,Y,229,100,10.78,12.99
SKU00124,Product 124,BrandC,Active,Y,253,185,19.04,24.45
SKU00125,Product 125,BrandA,Active,Y,217,91,13.13,16.58
SKU00126,Product 126,BrandD,Active,N,429,296,19.09,23.15
SKU00127,Product 127,BrandE,Discontinued,N,133,94,8.31,11.17
SKU00128,Product 128,BrandD,Obsolete,Y,94,51,15.89,19.93
SKU00129,Product 129,BrandE,Obsolete,Y,209,153,14.26,20.29
SKU00130,Product 130,BrandE,Active,Y,52,32,16.09,23.4
SKU00131,Product 131,BrandC,Active,Y,257,150,8.22,11.21
SKU00132,Product 132,BrandE,Active,Y,436,182,14.97,22.37
SKU00133,Product 133,BrandD,Active,Y,673,347,12.47,16.65
SKU00134,Product 134,BrandE,Active,Y,549,424,16.14,21.85
SKU00135,Product 135,BrandC,Obsolete,Y,173,96,9.91,14.83
SKU00136,Product 136,BrandC,Active,Y,235,145,18.35,23.29
SKU00137,Product 137,BrandD,Discontinued,Y,162,99,6.26,9.28
SKU00138,Product 138,BrandB,Active,Y,365,232,17.11,20.75
SKU00139,Product 139,BrandB,Obsolete,Y,398,169,17.92,23.9
SKU00140,Product 140,BrandE,Active,Y,57,31,17.26,21.07
SKU00141,Product 141,BrandA,Active,Y,606,418,12.69,18.0
SKU00142,Product 142,BrandE,Active,Y,229,110,11.58,16.01
SKU00143,Product 143,BrandD,Active,Y,269,130,19.94,28.16
SKU00144,Product 144,BrandD,Active,Y,372,150,8.44,11.08
SKU00145,Product 145,BrandD,Discontinued,Y,198,114,13.2,17.3
SKU00146,Product 146,BrandD,Active,Y,263,198,15.06,18.28
SKU00147,Product 147,BrandD,Active,N,70,29,15.51,20.24
SKU00148,Product 148,BrandC,Active,Y,144,69,8.06,11.92
SKU00149,Product 149,BrandB,Active,Y,338,177,14.81,19.46
SKU00150,Product 150,BrandD,Active,N,289,200,17.28,25.05
SKU00151,Product 151,BrandA,Active,Y,503,330,5.75,8.35
SKU00152,Product 152,BrandA,Active,N,394,223,18.67,24.49
SKU00153,Product 153,BrandA,Active,Y,427,300,5.44,7.56
SKU00154,Product 154,BrandA,Active,Y,194,125,10.34,12.7
SKU00155,Product 155,BrandC,Active,Y,185,140,5.24,6.45
SKU00156,Product 156,BrandA,Active,Y,403,293,6.16,7.48
SKU00157,Product 157,BrandD,Obsolete,Y,195,98,18.67,25.66
SKU00158,Product 158,BrandE,Active,N,258,131,10.32,13.7
SKU00159,Product 159,BrandA,Active,Y,226,102,11.37,15.51
SKU00160,Product 160,BrandC,Active,Y,112,60,8.23,11.16
SKU00161,Product 161,BrandC,Active,Y,252,202,13.96,18.22
SKU00162,Product 162,BrandA,Obsolete,Y,113,64,13.92,19.53
SKU00163,Product 163,BrandE,Active,Y,159,78,10.58,15.1
SKU00164,Product 164,BrandA,Active,Y,517,364,10.0,12.04
SKU00165,Product 165,BrandC,Active,Y,124,77,18.27,23.06
SKU00166,Product 166,BrandB,Active,Y,170,78,10.75,15.2
SKU00167,Product 167,BrandD,Active,Y,373,206,12.4,16.32
SKU00168,Product 168,BrandC,Active,Y,325,184,9.25,12.94
SKU00169,Product 169,BrandA,Active,Y,168,118,16.8,21.91
SKU00170,Product 170,BrandD,Active,Y,221,90,10.96,14.44
SKU00171,Product 171,BrandA,Active,Y,166,84,12.7,15.84
SKU00172,Product 172,BrandA,Active,N,278,169,8.8,11.24
SKU00173,Product 173,BrandB,Active,Y,364,185,19.81,27.37
SKU00174,Product 174,BrandD,Active,Y,146,95,9.37,12.46
SKU00175,Product 175,BrandD,Active,Y,798,473,16.56,23.72
SKU00176,Product 176,BrandB,Discontinued,Y,178,97,11.41,16.61
SKU00177,Product 177,BrandC,Active,Y,196,153,8.09,11.02
SKU00178,Product 178,BrandA,Active,Y,487,318,17.0,24.27
SKU00179,Product 179,BrandE,Active,Y,223,101,10.0,12.92
SKU00180,Product 180,BrandA,Obsolete,Y,453,283,17.98,23.81
SKU00181,Product 181,BrandA,Active,Y,305,217,18.73,26.48
SKU00182,Product 182,BrandC,Active,N,239,163,17.9,23.55
SKU00183,Product 183,BrandA,Active,Y,264,124,5.53,7.61
SKU00184,Product 184,BrandB,Active,Y,114,90,16.81,21.11
SKU00185,Product 185,BrandB,Obsolete,Y,287,166,11.17,15.41
SKU00186,Product 186,BrandD,Obsolete,Y,167,77,18.11,26.41
SKU00187,Product 187,BrandE,Active,Y,289,136,14.57,21.28
SKU00188,Product 188,BrandA,Active,Y,134,59,17.5,24.8
SKU00189,Product 189,BrandA,Obsolete,Y,150,108,12.49,17.78
SKU00190,Product 190,BrandC,Active,Y,72,32,13.03,17.82
SKU00191,Product 191,BrandB,Active,Y,155,70,7.17,9.86
SKU00192,Product 192,BrandE,Active,N,234,173,16.76,20.78
SKU00193,Product 193,BrandD,Active,Y,167,90,11.29,15.05
SKU00194,Product 194,BrandB,Obsolete,Y,159,66,12.5,16.69
SKU00195,Product 195,BrandD,Obsolete,Y,333,140,16.78,24.96
SKU00196,Product 196,BrandC,Obsolete,Y,413,189,13.98,18.58
SKU00197,Product 197,BrandC,Active,Y,465,226,8.02,10.95
SKU00198,Product 198,BrandA,Obsolete,Y,276,184,13.85,18.84
SKU00199,Product 199,BrandE,Active,Y,376,174,11.11,15.45
SKU00200,Product 200,BrandD,Active,Y,380,170,12.04,17.15
