item_no,item_description,vendor,item_status,active,total_stock,warehouse_stock,base_price,rrp
SKU00155,Product 155,BrandC,Active,Y,145,82,17.23,22.32
SKU00156,Product 156,BrandA,Active,Y,381,259,15.29,19.41
SKU00157,Product 157,BrandD,Obsolete,Y,134,102,11.6,16.98
SKU00158,Product 158,BrandE,Active,N,170,123,10.69,15.51
SKU00159,Product 159,BrandA,Active,Y,278,142,16.57,21.03
SKU00160,Product 160,BrandC,Active,Y,49,37,12.77,15.46
SKU00161,Product 161,BrandC,Active,Y,275,202,15.57,22.44
SKU00162,Product 162,BrandA,Obsolete,Y,133,103,18.36,25.42
SKU00163,Product 163,BrandE,Active,Y,97,57,18.74,23.06
SKU00164,Product 164,BrandA,Active,Y,436,308,9.17,12.62
SKU00165,Product 165,BrandC,Active,Y,95,60,7.82,10.44
SKU00166,Product 166,BrandB,Active,Y,117,61,8.92,12.78
SKU00167,Product 167,BrandD,Active,Y,364,290,16.27,20.54
SKU00168,Product 168,BrandC,Active,Y,269,112,10.55,14.09
SKU00169,Product 169,BrandA,Active,Y,92,43,7.6,9.48
SKU00170,Product 170,BrandD,Active,Y,166,126,6.48,9.64
SKU00171,Product 171,BrandA,Active,Y,116,49,9.91,14.21
SKU00172,Product 172,BrandA,Active,N,285,215,7.04,10.0
SKU00173,Product 173,BrandB,Active,Y,415,285,7.35,10.34
SKU00174,Product 174,BrandD,Active,Y,147,61,15.26,20.25
SKU00175,Product 175,BrandD,Active,Y,654,374,5.3,7.83
SKU00176,Product 176,BrandB,Discontinued,Y,254,178,6.76,8.26
SKU00177,Product 177,BrandC,Active,Y,214,136,17.67,25.46
SKU00178,Product 178,BrandA,Active,Y,666,516,17.67,22.34
SKU00179,Product 179,BrandE,Active,Y,194,145,9.94,12.89
SKU00180,Product 180,BrandA,Obsolete,Y,344,183,6.32,8.57
SKU00181,Product 181,BrandA,Active,Y,231,100,15.57,22.34
SKU00182,Product 182,BrandC,Active,N,132,103,10.4,15.1
SKU00183,Product 183,BrandA,Active,Y,355,215,5.68,7.81
SKU00184,Product 184,BrandB,Active,Y,108,46,7.37,9.74
SKU00185,Product 185,BrandB,Obsolete,Y,215,156,7.06,10.48
SKU00186,Product 186,BrandD,Obsolete,Y,131,98,13.84,17.63
SKU00187,Product 187,BrandE,Active,Y,299,196,18.47,26.61
SKU00188,Product 188,BrandA,Active,Y,127,74,16.9,23.38
SKU00189,Product 189,BrandA,Obsolete,Y,114,76,13.2,17.33
SKU00190,Product 190,BrandC,Active,Y,59,40,11.33,13.6
SKU00191,Product 191,BrandB,Active,Y,194,147,14.28,19.05
SKU00192,Product 192,BrandE,Active,N,228,178,11.66,14.96
SKU00193,Product 193,BrandD,Active,Y,150,91,8.69,10.7
SKU00194,Product 194,BrandB,Obsolete,Y,178,128,15.19,18.57
SKU00195,Product 195,BrandD,Obsolete,Y,328,258,18.1,23.61
SKU00196,Product 196,BrandC,Obsolete,Y,418,192,10.59,14.66
SKU00197,Product 197,BrandC,Active,Y,266,108,17.62,25.57
SKU00198,Product 198,BrandA,Obsolete,Y,281,210,11.47,14.4
SKU00199,Product 199,BrandE,Active,Y,207,99,11.02,14.63
SKU00200,Product 200,BrandD,Active,Y,324,135,5.42,7.14
