item_no,item_description,vendor,item_status,active,total_stock,warehouse_stock,base_price,rrp
SKU00054,Product 54,BrandE,Active,Y,107,77,5.27,6.6
SKU00055,Product 55,BrandC,Active,Y,82,52,17.03,22.81
SKU00056,Product 56,BrandA,Active,Y,847,566,19.2,23.16
SKU00057,Product 57,BrandD,Active,Y,446,237,5.48,6.81
SKU00058,Product 58,BrandB,Active,Y,186,117,5.68,7.97
SKU00059,Product 59,BrandD,Active,N,202,104,10.17,14.48
SKU00060,Product 60,BrandB,Active,Y,243,136,6.32,7.8
SKU00061,Product 61,BrandB,Active,Y,220,155,12.19,15.46
SKU00062,Product 62,BrandD,Active,N,80,40,15.93,19.59
SKU00063,Product 63,BrandE,Active,N,762,560,13.5,17.96
SKU00064,Product 64,BrandB,Active,N,400,220,7.95,9.84
SKU00065,Product 65,BrandB,Active,Y,526,322,14.82,19.73
SKU00066,Product 66,BrandD,Discontinued,Y,181,141,15.27,21.68
SKU00067,Product 67,BrandB,Active,Y,310,208,18.99,26.68
SKU00068,Product 68,BrandB,Obsolete,Y,246,162,7.2,9.25
SKU00069,Product 69,BrandD,Active,N,252,173,15.39,21.58
SKU00070,Product 70,BrandD,Active,Y,140,107,18.67,27.6
SKU00071,Product 71,BrandA,Active,Y,184,92,12.52,16.33
SKU00072,Product 72,BrandE,Active,N,279,180,10.43,13.55
SKU00073,Product 73,BrandE,Obsolete,Y,214,120,7.56,10.37
SKU00074,Product 74,BrandB,Active,Y,212,86,18.0,22.93
SKU00075,Product 75,BrandE,Active,Y,230,104,10.91,15.22
SKU00076,Product 76,BrandB,Active,Y,323,171,18.87,27.36
SKU00077,Product 77,BrandA,Active,N,412,258,17.72,23.71
SKU00078,Product 78,BrandD,Active,Y,84,63,10.65,14.95
SKU00079,Product 79,BrandD,Discontinued,Y,45,32,13.61,18.99
SKU00080,Product 80,BrandD,Active,Y,280,174,5.41,6.55
SKU00081,Product 81,BrandE,Active,Y,354,152,8.95,11.23
SKU00082,Product 82,BrandA,Obsolete,N,9,5,15.65,22.98
SKU00083,Product 83,BrandE,Active,N,38,21,15.17,22.48
SKU00084,Product 84,BrandE,Discontinued,Y,446,289,10.3,14.77
SKU00085,Product 85,BrandA,Active,N,122,52,17.13,25.29
SKU00086,Product 86,BrandA,Active,Y,247,151,8.54,11.03
SKU00087,Product 87,BrandA,Active,Y,276,210,11.92,15.19
SKU00088,Product 88,BrandA,Discontinued,Y,385,263,12.09,15.9
SKU00089,Product 89,BrandD,Active,Y,466,335,10.11,12.3
SKU00090,Product 90,BrandC,Active,Y,175,118,19.32,27.88
SKU00091,Product 91,BrandC,Active,Y,309,149,15.45,23.1
SKU00092,Product 92,BrandA,Active,Y,702,312,13.09,18.94
SKU00093,Product 93,BrandC,Active,Y,72,53,12.66,17.3
SKU00094,Product 94,BrandC,Active,Y,327,222,7.39,9.52
SKU00095,Product 95,BrandA,Active,Y,1052,663,10.58,13.32
SKU00096,Product 96,BrandC,Obsolete,Y,202,96,15.09,19.76
SKU00097,Product 97,BrandE,Obsolete,Y,287,184,18.87,26.42
SKU00098,Product 98,BrandB,Active,Y,461,190,17.25,23.01
SKU00099,Product 99,BrandB,Active,Y,150,67,9.51,14.08
SKU00100,Product 100,BrandA,Active,Y,195,102,11.51,16.76
SKU00101,Product 101,BrandD,Active,Y,247,143,6.24,7.68
SKU00102,Product 102,BrandA,Active,Y,305,137,6.53,8.09
SKU00103,Product 103,BrandD,Active,Y,150,67,12.05,16.9
SKU00104,Product 104,BrandB,Active,Y,155,107,12.95,16.44
SKU00105,Product 105,BrandA,Obsolete,Y,171,107,8.96,12.88
SKU00106,Product 106,BrandE,Active,Y,281,172,14.64,20.17
SKU00107,Product 107,BrandC,Active,Y,207,120,15.55,19.73
SKU00108,Product 108,BrandD,Active,Y,231,183,9.49,12.75
SKU00109,Product 109,BrandC,Active,Y,185,78,16.38,21.65
SKU00110,Product 110,BrandC,Active,N,137,65,8.08,11.81
SKU00111,Product 111,BrandA,Active,Y,408,269,13.16,15.92
SKU00112,Product 112,BrandC,Active,Y,124,56,17.06,25.06
SKU00113,Product 113,BrandE,Active,Y,102,65,13.06,18.23
SKU00114,Product 114,BrandC,Active,N,258,162,18.62,26.46
SKU00115,Product 115,BrandA,Active,N,221,174,5.88,7.06
SKU00116,Product 116,BrandE,Active,Y,343,258,13.82,19.19
SKU00117,Product 117,BrandB,Active,Y,259,202,13.43,18.49
SKU00118,Product 118,BrandC,Active,Y,194,86,14.91,20.29
SKU00119,Product 119,BrandA,Active,Y,125,93,17.5,25.13
SKU00120,Product 120,BrandB,Obsolete,Y,239,108,15.89,21.72
SKU00121,Product 121,BrandB,Active,Y,140,91,16.85,24.55
SKU00122,Product 122,BrandD,Active,N,304,209,9.33,11.85
SKU00123,Product 123,BrandE,Active,Y,200,93,10.81,15.59
SKU00124,Product 124,BrandC,Active,Y,230,150,14.4,18.05
SKU00125,Product 125,BrandA,Active,Y,214,90,13.3,19.2
SKU00126,Product 126,BrandD,Active,N,390,202,19.42,28.78
SKU00127,Product 127,BrandE,Discontinued,N,116,89,7.8,10.15
SKU00128,Product 128,BrandD,Obsolete,Y,104,49,10.27,13.96
SKU00129,Product 129,BrandE,Obsolete,Y,123,52,13.59,18.99
SKU00130,Product 130,BrandE,Active,Y,58,33,18.02,22.05
SKU00131,Product 131,BrandC,Active,Y,179,133,18.94,25.54
SKU00132,Product 132,BrandE,Active,Y,636,274,10.04,13.13
SKU00133,Product 133,BrandD,Active,Y,854,463,6.01,8.79
SKU00134,Product 134,BrandE,Active,Y,468,356,11.32,16.56
SKU00135,Product 135,BrandC,Obsolete,Y,186,83,10.92,15.4
SKU00136,Product 136,BrandC,Active,Y,251,132,19.8,27.66
SKU00137,Product 137,BrandD,Discontinued,Y,120,85,11.47,16.29
SKU00138,Product 138,BrandB,Active,Y,204,126,9.59,12.56
SKU00139,Product 139,BrandB,Obsolete,Y,398,292,10.48,13.85
SKU00140,Product 140,BrandE,Active,Y,45,20,10.95,14.96
SKU00141,Product 141,BrandA,Active,Y,684,525,17.32,25.66
SKU00142,Product 142,BrandE,Active,Y,202,156,6.22,8.81
SKU00143,Product 143,BrandD,Active,Y,270,125,9.75,13.31
SKU00144,Product 144,BrandD,Active,Y,372,154,19.49,27.89
SKU00145,Product 145,BrandD,Discontinued,Y,185,147,7.3,9.57
SKU00146,Product 146,BrandD,Active,Y,242,143,16.14,22.9
SKU00147,Product 147,BrandD,Active,N,55,35,10.35,13.7
SKU00148,Product 148,BrandC,Active,Y,177,114,13.73,17.63
SKU00149,Product 149,BrandB,Active,Y,541,387,6.49,8.98
SKU00150,Product 150,BrandD,Active,N,301,218,9.6,13.5
SKU00151,Product 151,BrandA,Active,Y,499,238,12.51,16.74
SKU00152,Product 152,BrandA,Active,N,294,145,8.48,11.61
SKU00153,Product 153,BrandA,Active,Y,129,97,13.13,18.49
SKU00154,Product 154,BrandA,Active,Y,98,71,8.3,11.87
SKU00155,Product 155,BrandC,Active,Y,139,90,14.75,21.66
SKU00156,Product 156,BrandA,Active,Y,374,298,18.57,24.26
SKU00157,Product 157,BrandD,Obsolete,Y,166,115,6.28,9.33
SKU00158,Product 158,BrandE,Active,N,188,91,8.25,11.48
SKU00159,Product 159,BrandA,Active,Y,251,185,17.67,25.38
SKU00160,Product 160,BrandC,Active,Y,56,32,14.47,20.4
SKU00161,Product 161,BrandC,Active,Y,289,120,6.18,7.8
SKU00162,Product 162,BrandA,Obsolete,Y,151,80,12.3,15.02
SKU00163,Product 163,BrandE,Active,Y,85,60,8.15,11.56
SKU00164,Product 164,BrandA,Active,Y,547,429,7.99,10.81
SKU00165,Product 165,BrandC,Active,Y,97,50,19.11,26.96
SKU00166,Product 166,BrandB,Active,Y,117,58,16.42,22.05
SKU00167,Product 167,BrandD,Active,Y,384,240,15.44,19.97
SKU00168,Product 168,BrandC,Active,Y,294,213,8.58,11.03
SKU00169,Product 169,BrandA,Active,Y,77,54,6.78,9.62
SKU00170,Product 170,BrandD,Active,Y,147,92,18.06,23.17
SKU00171,Product 171,BrandA,Active,Y,128,84,5.09,7.2
SKU00172,Product 172,BrandA,Active,N,331,164,10.82,14.23
SKU00173,Product 173,BrandB,Active,Y,402,230,9.16,13.11
SKU00174,Product 174,BrandD,Active,Y,133,67,13.56,16.85
SKU00175,Product 175,BrandD,Active,Y,732,552,8.76,11.05
SKU00176,Product 176,BrandB,Discontinued,Y,281,125,9.67,13.59
SKU00177,Product 177,BrandC,Active,Y,182,122,17.75,24.28
SKU00178,Product 178,BrandA,Active,Y,783,395,14.05,17.72
SKU00179,Product 179,BrandE,Active,Y,163,96,7.19,10.58
SKU00180,Product 180,BrandA,Obsolete,Y,372,193,15.9,20.4
SKU00181,Product 181,BrandA,Active,Y,247,131,8.11,10.76
SKU00182,Product 182,BrandC,Active,N,139,70,11.5,14.5
SKU00183,Product 183,BrandA,Active,Y,343,240,14.7,19.35
SKU00184,Product 184,BrandB,Active,Y,123,67,9.08,12.24
SKU00185,Product 185,BrandB,Obsolete,Y,278,192,10.76,13.87
SKU00186,Product 186,BrandD,Obsolete,Y,147,86,16.01,22.91
SKU00187,Product 187,BrandE,Active,Y,317,196,19.07,25.14
SKU00188,Product 188,BrandA,Active,Y,122,75,12.94,18.36
SKU00189,Product 189,BrandA,Obsolete,Y,141,111,5.15,6.5
SKU00190,Product 190,BrandC,Active,Y,72,39,10.08,13.24
SKU00191,Product 191,BrandB,Active,Y,219,106,10.98,13.2
SKU00192,Product 192,BrandE,Active,N,235,180,10.09,14.4
SKU00193,Product 193,BrandD,Active,Y,175,82,11.54,16.01
SKU00194,Product 194,BrandB,Obsolete,Y,163,120,14.49,20.94
SKU00195,Product 195,BrandD,Obsolete,Y,337,155,6.82,9.12
SKU00196,Product 196,BrandC,Obsolete,Y,443,294,9.09,13.09
SKU00197,Product 197,BrandC,Active,Y,252,116,12.61,17.58
SKU00198,Product 198,BrandA,Obsolete,Y,325,250,9.73,11.69
SKU00199,Product 199,BrandE,Active,Y,198,124,19.87,25.36
SKU00200,Product 200,BrandD,Active,Y,310,165,11.47,15.46
