item_no,item_description,vendor,item_status,active,total_stock,warehouse_stock,base_price,rrp
SKU00078,Product 78,BrandD,Active,Y,172,130,11.81,17.07
SKU00079,Product 79,BrandD,Discontinued,Y,47,21,12.6,16.81
SKU00080,Product 80,BrandD,Active,Y,457,193,13.58,18.29
SKU00081,Product 81,BrandE,Active,Y,310,140,18.99,24.03
SKU00082,Product 82,BrandA,Obsolete,N,39,17,17.87,21.86
SKU00083,Product 83,BrandE,Active,N,63,46,7.56,10.37
SKU00084,Product 84,BrandE,Discontinued,Y,500,212,11.55,14.2
SKU00085,Product 85,BrandA,Active,N,133,68,11.96,15.96
SKU00086,Product 86,BrandA,Active,Y,289,128,16.84,24.96
SKU00087,Product 87,BrandA,Active,Y,305,158,14.04,20.86
SKU00088,Product 88,BrandA,Discontinued,Y,326,142,14.81,18.84
SKU00089,Product 89,BrandD,Active,Y,486,324,19.97,27.7
SKU00090,Product 90,BrandC,Active,Y,199,90,6.12,8.21
SKU00091,Product 91,BrandC,Active,Y,308,228,8.35,12.21
SKU00092,Product 92,BrandA,Active,Y,452,329,11.12,14.25
SKU00093,Product 93,BrandC,Active,Y,70,28,10.22,12.28
SKU00094,Product 94,BrandC,Active,Y,384,291,5.32,6.64
SKU00095,Product 95,BrandA,Active,Y,1148,472,6.38,8.32
SKU00096,Product 96,BrandC,Obsolete,Y,252,125,15.21,19.69
SKU00097,Product 97,BrandE,Obsolete,Y,367,152,18.19,26.15
SKU00098,Product 98,BrandB,Active,Y,546,292,12.71,17.85
SKU00099,Product 99,BrandB,Active,Y,140,85,13.09,16.88
SKU00100,Product 100,BrandA,Active,Y,128,92,8.83,11.81
SKU00101,Product 101,BrandD,Active,Y,276,148,16.52,20.3
SKU00102,Product 102,BrandA,Active,Y,228,156,16.28,23.92
SKU00103,Product 103,BrandD,Active,Y,300,143,13.83,20.48
SKU00104,Product 104,BrandB,Active,Y,150,105,8.19,12.24
SKU00105,Product 105,BrandA,Obsolete,Y,172,85,6.46,9.44
SKU00106,Product 106,BrandE,Active,Y,399,183,5.96,7.46
SKU00107,Product 107,BrandC,Active,Y,187,89,13.89,16.86
SKU00108,Product 108,BrandD,Active,Y,149,70,17.38,23.88
SKU00109,Product 109,BrandC,Active,Y,126,76,17.87,26.34
SKU00110,Product 110,BrandC,Active,N,121,89,11.95,14.98
SKU00111,Product 111,BrandA,Active,Y,295,127,16.76,20.15
SKU00112,Product 112,BrandC,Active,Y,140,96,19.2,27.68
SKU00113,Product 113,BrandE,Active,Y,148,98,9.13,11.17
SKU00114,Product 114,BrandC,Active,N,267,200,10.97,14.53
SKU00115,Product 115,BrandA,Active,N,234,116,18.97,26.63
SKU00116,Product 116,BrandE,Active,Y,381,221,10.07,12.8
SKU00117,Product 117,BrandB,Active,Y,254,196,18.71,22.92
SKU00118,Product 118,BrandC,Active,Y,211,140,19.72,28.22
SKU00119,Product 119,BrandA,Active,Y,109,61,14.93,20.74
SKU00120,Product 120,BrandB,Obsolete,Y,308,139,17.25,25.82
SKU00121,Product 121,BrandB,Active,Y,165,83,16.24,21.17
SKU00122,Product 122,BrandD,Active,N,442,280,15.49,18.88
SKU00123,Product 123,BrandE,Active,Y,251,173,9.6,13.63
SKU00124,Product 124,BrandC,Active,Y,288,130,5.86,7.95
SKU00125,Product 125,BrandA,Active,Y,250,160,10.15,12.83
SKU00126,Product 126,BrandD,Active,N,442,274,15.0,21.52
SKU00127,Product 127,BrandE,Discontinued,N,113,68,6.54,8.25
SKU00128,Product 128,BrandD,Obsolete,Y,91,62,5.18,6.62
SKU00129,Product 129,BrandE,Obsolete,Y,182,134,7.1,8.72
SKU00130,Product 130,BrandE,Active,Y,47,25,15.74,20.77
SKU00131,Product 131,BrandC,Active,Y,236,178,19.59,25.97
SKU00132,Product 132,BrandE,Active,Y,536,249,19.75,26.75
SKU00133,Product 133,BrandD,Active,Y,804,377,12.41,17.53
SKU00134,Product 134,BrandE,Active,Y,500,253,18.04,26.55
SKU00135,Product 135,BrandC,Obsolete,Y,171,77,16.05,19.92
SKU00136,Product 136,BrandC,Active,Y,227,112,12.52,15.23
SKU00137,Product 137,BrandD,Discontinued,Y,151,67,13.59,16.38
SKU00138,Product 138,BrandB,Active,Y,304,222,7.06,8.78
SKU00139,Product 139,BrandB,Obsolete,Y,417,190,19.06,26.63
SKU00140,Product 140,BrandE,Active,Y,48,34,10.28,14.58
SKU00141,Product 141,BrandA,Active,Y,568,238,11.69,16.79
SKU00142,Product 142,BrandE,Active,Y,233,182,15.07,19.19
SKU00143,Product 143,BrandD,Active,Y,272,186,10.01,12.93
SKU00144,Product 144,BrandD,Active,Y,377,152,8.81,11.85
SKU00145,Product 145,BrandD,Discontinued,Y,211,149,14.47,17.64
SKU00146,Product 146,BrandD,Active,Y,315,191,5.37,7.43
SKU00147,Product 147,BrandD,Active,N,66,47,15.81,23.64
SKU00148,Product 148,BrandC,Active,Y,163,99,12.71,16.63
SKU00149,Product 149,BrandB,Active,Y,409,268,14.09,20.09
SKU00150,Product 150,BrandD,Active,N,275,196,14.48,19.55
SKU00151,Product 151,BrandA,Active,Y,543,305,12.91,15.99
SKU00152,Product 152,BrandA,Active,N,239,96,13.74,18.89
SKU00153,Product 153,BrandA,Active,Y,385,285,15.26,19.68
SKU00154,Product 154,BrandA,Active,Y,195,108,16.3,19.73
SKU00155,Product 155,BrandC,Active,Y,163,98,15.91,22.12
SKU00156,Product 156,BrandA,Active,Y,408,164,18.04,26.3
SKU00157,Product 157,BrandD,Obsolete,Y,178,106,7.84,10.22
SKU00158,Product 158,BrandE,Active,N,287,228,11.02,14.51
SKU00159,Product 159,BrandA,Active,Y,233,119,19.22,28.2
SKU00160,Product 160,BrandC,Active,Y,82,46,10.95,15.81
SKU00161,Product 161,BrandC,Active,Y,252,170,6.87,9.72
SKU00162,Product 162,BrandA,Obsolete,Y,111,81,12.88,16.42
SKU00163,Product 163,BrandE,Active,Y,148,84,6.64,9.78
SKU00164,Product 164,BrandA,Active,Y,498,261,8.04,10.02
SKU00165,Product 165,BrandC,Active,Y,110,85,19.97,27.72
SKU00166,Product 166,BrandB,Active,Y,158,106,13.12,15.86
SKU00167,Product 167,BrandD,Active,Y,353,158,9.26,12.9
SKU00168,Product 168,BrandC,Active,Y,294,126,19.92,25.56
SKU00169,Product 169,BrandA,Active,Y,147,87,19.5,26.03
SKU00170,Product 170,BrandD,Active,Y,242,118,11.61,15.13
SKU00171,Product 171,BrandA,Active,Y,157,79,8.91,11.15
SKU00172,Product 172,BrandA,Active,N,289,217,17.58,24.38
SKU00173,Product 173,BrandB,Active,Y,290,126,15.73,23.04
SKU00174,Product 174,BrandD,Active,Y,154,106,15.3,22.76
SKU00175,Product 175,BrandD,Active,Y,815,414,18.4,23.14
SKU00176,Product 176,BrandB,Discontinued,Y,208,146,15.34,21.71
SKU00177,Product 177,BrandC,Active,Y,245,169,9.26,12.96
SKU00178,Product 178,BrandA,Active,Y,614,247,15.41,20.08
SKU00179,Product 179,BrandE,Active,Y,224,135,9.59,11.56
SKU00180,Product 180,BrandA,Obsolete,Y,392,179,16.39,23.06
SKU00181,Product 181,BrandA,Active,Y,248,185,14.3,21.22
SKU00182,Product 182,BrandC,Active,N,211,158,6.16,8.56
SKU00183,Product 183,BrandA,Active,Y,269,153,12.69,16.89
SKU00184,Product 184,BrandB,Active,Y,122,70,10.15,13.78
SKU00185,Product 185,BrandB,Obsolete,Y,262,137,9.93,12.51
SKU00186,Product 186,BrandD,Obsolete,Y,147,101,14.03,20.0
SKU00187,Product 187,BrandE,Active,Y,284,154,9.83,14.0
SKU00188,Product 188,BrandA,Active,Y,114,58,16.65,20.71
SKU00189,Product 189,BrandA,Obsolete,Y,127,73,6.06,8.87
SKU00190,Product 190,BrandC,Active,Y,64,28,14.91,19.1
SKU00191,Product 191,BrandB,Active,Y,176,123,17.14,25.62
SKU00192,Product 192,BrandE,Active,N,226,92,15.09,19.84
SKU00193,Product 193,BrandD,Active,Y,200,132,12.46,15.62
SKU00194,Product 194,BrandB,Obsolete,Y,151,71,19.25,25.13
SKU00195,Product 195,BrandD,Obsolete,Y,316,156,9.5,12.65
SKU00196,Product 196,BrandC,Obsolete,Y,489,320,5.29,6.46
SKU00197,Product 197,BrandC,Active,Y,475,379,11.48,15.77
SKU00198,Product 198,BrandA,Obsolete,Y,217,154,5.5,7.59
SKU00199,Product 199,BrandE,Active,Y,323,158,19.31,27.45
SKU00200,Product 200,BrandD,Active,Y,263,124,8.15,9.85
