item_no,item_description,vendor,item_status,active,total_stock,warehouse_stock,base_price,rrp
SKU00109,Product 109,BrandC,Active,Y,194,146,19.85,26.32
SKU00110,Product 110,BrandC,Active,N,92,49,9.53,13.39
SKU00111,Product 111,BrandA,Active,Y,451,250,9.16,11.96
SKU00112,Product 112,BrandC,Active,Y,81,54,17.97,24.95
SKU00113,Product 113,BrandE,Active,Y,79,47,5.05,7.4
SKU00114,Product 114,BrandC,Active,N,229,100,8.02,11.54
SKU00115,Product 115,BrandA,Active,N,178,99,13.86,18.22
SKU00116,Product 116,BrandE,Active,Y,271,119,7.44,9.57
SKU00117,Product 117,BrandB,Active,Y,218,104,19.79,25.44
SKU00118,Product 118,BrandC,Active,Y,121,49,11.96,15.6
SKU00119,Product 119,BrandA,Active,Y,102,48,13.96,18.82
SKU00120,Product 120,BrandB,Obsolete,Y,190,101,7.41,9.82
SKU00121,Product 121,BrandB,Active,Y,123,76,9.34,11.58
SKU00122,Product 122,BrandD,Active,N,286,220,14.22,17.76
SKU00123,Product 123,BrandE,Active,Y,144,89,13.24,17.25
SKU00124,Product 124,BrandC,Active,Y,160,109,16.77,22.95
SKU00125,Product 125,BrandA,Active,Y,237,129,9.04,12.46
SKU00126,Product 126,BrandD,Active,N,335,235,14.8,19.92
SKU00127,Product 127,BrandE,Discontinued,N,140,91,9.36,13.31
SKU00128,Product 128,BrandD,Obsolete,Y,84,49,13.8,19.61
SKU00129,Product 129,BrandE,Obsolete,Y,119,57,14.08,18.7
SKU00130,Product 130,BrandE,Active,Y,56,29,6.83,8.45
SKU00131,Product 131,BrandC,Active,Y,198,128,13.23,17.98
SKU00132,Product 132,BrandE,Active,Y,551,314,5.18,6.81
SKU00133,Product 133,BrandD,Active,Y,855,646,12.52,15.54
SKU00134,Product 134,BrandE,Active,Y,414,204,15.46,23.11
SKU00135,Product 135,BrandC,Obsolete,Y,152,65,6.09,7.98
SKU00136,Product 136,BrandC,Active,Y,252,160,19.08,26.48
SKU00137,Product 137,BrandD,Discontinued,Y,148,112,11.88,16.0
SKU00138,Product 138,BrandB,Active,Y,156,85,19.08,23.71
SKU00139,Product 139,BrandB,Obsolete,Y,242,159,6.61,8.04
SKU00140,Product 140,BrandE,Active,Y,33,16,19.25,26.71
SKU00141,Product 141,BrandA,Active,Y,510,318,6.64,8.46
SKU00142,Product 142,BrandE,Active,Y,140,100,11.92,15.18
SKU00143,Product 143,BrandD,Active,Y,253,189,19.07,28.36
SKU00144,Product 144,BrandD,Active,Y,377,167,8.49,11.36
SKU00145,Product 145,BrandD,Discontinued,Y,136,74,5.52,6.67
SKU00146,Product 146,BrandD,Active,Y,217,142,16.9,22.0
SKU00147,Product 147,BrandD,Active,N,28,12,13.94,19.17
SKU00148,Product 148,BrandC,Active,Y,197,133,12.71,16.5
SKU00149,Product 149,BrandB,Active,Y,568,347,5.52,6.67
SKU00150,Product 150,BrandD,Active,N,224,115,14.8,19.73
SKU00151,Product 151,BrandA,Active,Y,443,322,7.57,9.32
SKU00152,Product 152,BrandA,Active,N,254,131,18.97,26.29
SKU00153,Product 153,BrandA,Active,Y,0,0,15.29,21.19
SKU00154,Product 154,BrandA,Active,Y,63,46,15.61,18.91
SKU00155,Product 155,BrandC,Active,Y,72,49,8.49,10.93
SKU00156,Product 156,BrandA,Active,Y,375,159,18.21,24.11
SKU00157,Product 157,BrandD,Obsolete,Y,148,113,13.07,17.84
SKU00158,Product 158,BrandE,Active,N,218,156,17.86,23.02
SKU00159,Product 159,BrandA,Active,Y,136,67,9.06,11.65
SKU00160,Product 160,BrandC,Active,Y,31,17,16.33,24.41
SKU00161,Product 161,BrandC,Active,Y,274,139,13.62,16.52
SKU00162,Product 162,BrandA,Obsolete,Y,141,112,5.73,8.58
SKU00163,Product 163,BrandE,Active,Y,86,64,11.08,13.45
SKU00164,Product 164,BrandA,Active,Y,620,479,7.76,9.98
SKU00165,Product 165,BrandC,Active,Y,72,52,10.39,14.01
SKU00166,Product 166,BrandB,Active,Y,108,63,10.75,13.36
SKU00167,Product 167,BrandD,Active,Y,336,162,12.12,15.03
SKU00168,Product 168,BrandC,Active,Y,146,71,14.0,17.88
SKU00169,Product 169,BrandA,Active,Y,54,25,13.56,20.23
SKU00170,Product 170,BrandD,Active,Y,88,54,5.58,7.33
SKU00171,Product 171,BrandA,Active,Y,84,65,16.26,22.27
SKU00172,Product 172,BrandA,Active,N,279,222,19.24,27.15
SKU00173,Product 173,BrandB,Active,Y,380,196,10.23,14.55
SKU00174,Product 174,BrandD,Active,Y,83,56,7.7,10.83
SKU00175,Product 175,BrandD,Active,Y,522,333,13.1,17.04
SKU00176,Product 176,BrandB,Discontinued,Y,229,136,15.57,19.21
SKU00177,Product 177,BrandC,Active,Y,112,75,15.18,19.5
SKU00178,Product 178,BrandA,Active,Y,718,394,14.18,17.91
SKU00179,Product 179,BrandE,Active,Y,128,100,7.19,8.92
SKU00180,Product 180,BrandA,Obsolete,Y,203,138,17.55,21.19
SKU00181,Product 181,BrandA,Active,Y,300,211,11.38,16.85
SKU00182,Product 182,BrandC,Active,N,51,25,8.32,12.28
SKU00183,Product 183,BrandA,Active,Y,319,149,6.29,7.64
SKU00184,Product 184,BrandB,Active,Y,75,42,11.25,14.08
SKU00185,Product 185,BrandB,Obsolete,Y,212,150,14.27,17.72
SKU00186,Product 186,BrandD,Obsolete,Y,92,71,14.98,19.24
SKU00187,Product 187,BrandE,Active,Y,290,166,19.44,24.52
SKU00188,Product 188,BrandA,Active,Y,132,94,7.3,10.83
SKU00189,Product 189,BrandA,Obsolete,Y,120,71,19.79,24.25
SKU00190,Product 190,BrandC,Active,Y,65,34,14.82,18.73
SKU00191,Product 191,BrandB,Active,Y,189,131,11.81,14.46
SKU00192,Product 192,BrandE,Active,N,206,148,18.32,27.37
SKU00193,Product 193,BrandD,Active,Y,146,70,15.42,22.75
SKU00194,Product 194,BrandB,Obsolete,Y,161,84,10.23,14.48
SKU00195,Product 195,BrandD,Obsolete,Y,314,188,18.26,24.25
SKU00196,Product 196,BrandC,Obsolete,Y,382,181,15.0,18.86
SKU00197,Product 197,BrandC,Active,Y,300,231,15.48,19.6
SKU00198,Product 198,BrandA,Obsolete,Y,278,177,18.45,24.59
SKU00199,Product 199,BrandE,Active,Y,124,56,11.73,16.78
SKU00200,Product 200,BrandD,Active,Y,250,118,14.85,19.0
