item_no,item_description,vendor,item_status,active,total_stock,warehouse_stock,base_price,rrp
SKU00110,Product 110,BrandC,Active,N,116,65,12.63,16.2
SKU00111,Product 111,BrandA,Active,Y,423,231,10.81,13.87
SKU00112,Product 112,BrandC,Active,Y,150,81,11.93,17.13
SKU00113,Product 113,BrandE,Active,Y,131,85,19.87,29.65
SKU00114,Product 114,BrandC,Active,N,250,144,19.56,25.65
SKU00115,Product 115,BrandA,Active,N,213,156,19.13,25.42
SKU00116,Product 116,BrandE,Active,Y,326,218,16.76,24.36
SKU00117,Product 117,BrandB,Active,Y,173,74,10.32,13.21
SKU00118,Product 118,BrandC,Active,Y,230,151,11.18,13.94
SKU00119,Product 119,BrandA,Active,Y,109,55,13.24,19.28
SKU00120,Product 120,BrandB,Obsolete,Y,253,161,17.46,21.2
SKU00121,Product 121,BrandB,Active,Y,147,99,6.03,8.36
SKU00122,Product 122,BrandD,Active,N,341,168,11.36,15.55
SKU00123,Product 123,BrandE,Active,Y,275,160,6.24,8.14
SKU00124,Product 124,BrandC,Active,Y,222,106,12.72,16.47
SKU00125,Product 125,BrandA,Active,Y,233,98,18.48,26.46
SKU00126,Product 126,BrandD,Active,N,377,208,16.74,20.52
SKU00127,Product 127,BrandE,Discontinued,N,134,73,8.42,10.7
SKU00128,Product 128,BrandD,Obsolete,Y,82,65,19.64,27.88
SKU00129,Product 129,BrandE,Obsolete,Y,172,100,15.01,20.48
SKU00130,Product 130,BrandE,Active,Y,55,29,5.16,6.39
SKU00131,Product 131,BrandC,Active,Y,257,162,8.83,12.93
SKU00132,Product 132,BrandE,Active,Y,383,167,8.91,11.74
SKU00133,Product 133,BrandD,Active,Y,634,497,6.04,8.75
SKU00134,Product 134,BrandE,Active,Y,529,346,19.4,27.86
SKU00135,Product 135,BrandC,Obsolete,Y,182,128,12.17,16.88
SKU00136,Product 136,BrandC,Active,Y,249,117,18.44,24.86
SKU00137,Product 137,BrandD,Discontinued,Y,138,78,9.83,14.68
SKU00138,Product 138,BrandB,Active,Y,344,196,6.88,8.56
SKU00139,Product 139,BrandB,Obsolete,Y,392,286,12.12,17.18
SKU00140,Product 140,BrandE,Active,Y,53,21,6.71,8.44
SKU00141,Product 141,BrandA,Active,Y,667,347,12.29,16.0
SKU00142,Product 142,BrandE,Active,Y,238,189,18.8,24.3
SKU00143,Product 143,BrandD,Active,Y,237,140,12.81,19.01
SKU00144,Product 144,BrandD,Active,Y,353,195,14.25,21.24
SKU00145,Product 145,BrandD,Discontinued,Y,221,99,7.35,9.22
SKU00146,Product 146,BrandD,Active,Y,227,179,5.66,6.83
SKU00147,Product 147,BrandD,Active,N,77,31,6.66,9.43
SKU00148,Product 148,BrandC,Active,Y,132,92,13.98,18.53
SKU00149,Product 149,BrandB,Active,Y,309,219,6.43,7.89
SKU00150,Product 150,BrandD,Active,N,278,138,10.64,14.95
SKU00151,Product 151,BrandA,Active,Y,417,279,13.25,18.07
SKU00152,Product 152,BrandA,Active,N,349,153,10.83,16.18
SKU00153,Product 153,BrandA,Active,Y,357,180,7.46,9.46
SKU00154,Product 154,BrandA,Active,Y,167,119,9.11,12.04
SKU00155,Product 155,BrandC,Active,Y,170,127,18.92,25.78
SKU00156,Product 156,BrandA,Active,Y,359,231,15.14,21.76
SKU00157,Product 157,BrandD,Obsolete,Y,180,108,12.44,16.98
SKU00158,Product 158,BrandE,Active,N,279,129,5.19,7.18
SKU00159,Product 159,BrandA,Active,Y,240,102,19.89,25.22
SKU00160,Product 160,BrandC,Active,Y,126,56,15.07,21.91
SKU00161,Product 161,BrandC,Active,Y,213,105,9.75,12.95
SKU00162,Product 162,BrandA,Obsolete,Y,99,53,18.19,22.6
SKU00163,Product 163,BrandE,Active,Y,141,78,8.88,12.43
SKU00164,Product 164,BrandA,Active,Y,464,250,13.16,16.65
SKU00165,Product 165,BrandC,Active,Y,120,59,14.54,17.87
SKU00166,Product 166,BrandB,Active,Y,195,118,8.32,12.14
SKU00167,Product 167,BrandD,Active,Y,348,254,19.68,26.33
SKU00168,Product 168,BrandC,Active,Y,288,147,16.22,23.11
SKU00169,Product 169,BrandA,Active,Y,144,112,13.37,17.21
SKU00170,Product 170,BrandD,Active,Y,220,165,7.71,11.07
SKU00171,Product 171,BrandA,Active,Y,162,75,5.81,7.17
SKU00172,Product 172,BrandA,Active,N,258,184,9.8,12.81
SKU00173,Product 173,BrandB,Active,Y,342,215,16.3,24.34
SKU00174,Product 174,BrandD,Active,Y,131,82,9.04,13.0
SKU00175,Product 175,BrandD,Active,Y,714,397,13.09,17.66
SKU00176,Product 176,BrandB,Discontinued,Y,196,118,15.92,20.73
SKU00177,Product 177,BrandC,Active,Y,175,98,6.62,9.68
SKU00178,Product 178,BrandA,Active,Y,433,267,15.28,20.83
SKU00179,Product 179,BrandE,Active,Y,195,127,6.38,9.11
SKU00180,Product 180,BrandA,Obsolete,Y,390,261,19.48,27.78
SKU00181,Product 181,BrandA,Active,Y,288,177,12.33,14.86
SKU00182,Product 182,BrandC,Active,N,236,163,7.26,8.99
SKU00183,Product 183,BrandA,Active,Y,214,98,10.14,14.17
SKU00184,Product 184,BrandB,Active,Y,115,56,11.2,13.98
SKU00185,Product 185,BrandB,Obsolete,Y,254,185,16.37,20.9
SKU00186,Product 186,BrandD,Obsolete,Y,189,100,16.15,23.97
SKU00187,Product 187,BrandE,Active,Y,266,109,14.18,19.4
SKU00188,Product 188,BrandA,Active,Y,120,55,6.59,9.39
SKU00189,Product 189,BrandA,Obsolete,Y,120,59,7.27,9.94
SKU00190,Product 190,BrandC,Active,Y,72,56,6.41,8.75
SKU00191,Product 191,BrandB,Active,Y,141,89,13.66,16.78
SKU00192,Product 192,BrandE,Active,N,211,163,18.16,23.66
SKU00193,Product 193,BrandD,Active,Y,186,117,11.51,14.79
SKU00194,Product 194,BrandB,Obsolete,Y,153,91,7.41,9.76
SKU00195,Product 195,BrandD,Obsolete,Y,305,160,13.37,19.25
SKU00196,Product 196,BrandC,Obsolete,Y,358,230,17.18,22.53
SKU00197,Product 197,BrandC,Active,Y,403,184,16.13,21.54
SKU00198,Product 198,BrandA,Obsolete,Y,309,235,18.22,24.04
SKU00199,Product 199,BrandE,Active,Y,415,304,9.17,11.26
SKU00200,Product 200,BrandD,Active,Y,361,190,7.91,10.54
