item_no,item_description,vendor,item_status,active,total_stock,warehouse_stock,base_price,rrp
SKU00052,Product 52,BrandD,Discontinued,Y,190,88,7.03,8.71
SKU00053,Product 53,BrandD,Active,Y,542,410,7.96,10.53
SKU00054,Product 54,BrandE,Active,Y,215,167,7.71,10.07
SKU00055,Product 55,BrandC,Active,Y,88,62,8.94,11.54
SKU00056,Product 56,BrandA,Active,Y,652,262,12.88,18.28
SKU00057,Product 57,BrandD,Active,Y,337,135,6.67,9.41
SKU00058,Product 58,BrandB,Active,Y,163,90,18.02,24.81
SKU00059,Product 59,BrandD,Active,N,220,101,9.46,14.02
SKU00060,Product 60,BrandB,Active,Y,239,97,7.44,9.71
SKU00061,Product 61,BrandB,Active,Y,373,218,15.13,19.26
SKU00062,Product 62,BrandD,Active,N,81,63,5.57,7.78
SKU00063,Product 63,BrandE,Active,N,406,215,14.3,18.01
SKU00064,Product 64,BrandB,Active,N,567,377,15.47,20.03
SKU00065,Product 65,BrandB,Active,Y,857,566,8.22,10.42
SKU00066,Product 66,BrandD,Discontinued,Y,170,85,5.63,6.87
SKU00067,Product 67,BrandB,Active,Y,288,190,10.45,15.13
SKU00068,Product 68,BrandB,Obsolete,Y,280,136,6.48,8.27
SKU00069,Product 69,BrandD,Active,N,284,127,6.75,9.06
SKU00070,Product 70,BrandD,Active,Y,227,154,8.81,10.69
SKU00071,Product 71,BrandA,Active,Y,228,102,9.43,13.29
SKU00072,Product 72,BrandE,Active,N,246,196,12.95,16.82
SKU00073,Product 73,BrandE,Obsolete,Y,151,71,15.18,21.61
SKU00074,Product 74,BrandB,Active,Y,356,227,13.89,18.39
SKU00075,Product 75,BrandE,Active,Y,234,132,7.23,9.1
SKU00076,Product 76,BrandB,Active,Y,304,137,7.58,10.26
SKU00077,Product 77,BrandA,Active,N,591,243,18.18,22.53
SKU00078,Product 78,BrandD,Active,Y,209,136,13.38,17.82
SKU00079,Product 79,BrandD,Discontinued,Y,47,34,18.05,23.38
SKU00080,Product 80,BrandD,Active,Y,495,365,10.57,15.58
SKU00081,Product 81,BrandE,Active,Y,336,199,14.22,17.32
SKU00082,Product 82,BrandA,Obsolete,N,46,33,12.85,18.1
SKU00083,Product 83,BrandE,Active,N,61,41,9.79,12.28
SKU00084,Product 84,BrandE,Discontinued,Y,450,310,12.05,15.61
SKU00085,Product 85,BrandA,Active,N,116,69,12.54,16.61
SKU00086,Product 86,BrandA,Active,Y,280,183,8.01,11.79
SKU00087,Product 87,BrandA,Active,Y,313,226,9.73,12.38
SKU00088,Product 88,BrandA,Discontinued,Y,316,177,16.87,20.71
SKU00089,Product 89,BrandD,Active,Y,448,324,18.74,24.28
SKU00090,Product 90,BrandC,Active,Y,227,145,10.4,12.81
SKU00091,Product 91,BrandC,Active,Y,265,124,9.6,11.89
SKU00092,Product 92,BrandA,Active,Y,498,204,7.93,10.88
SKU00093,Product 93,BrandC,Active,Y,62,34,15.18,18.49
SKU00094,Product 94,BrandC,Active,Y,352,218,9.85,11.91
SKU00095,Product 95,BrandA,Active,Y,1053,775,19.82,28.03
SKU00096,Product 96,BrandC,Obsolete,Y,262,118,9.89,12.94
SKU00097,Product 97,BrandE,Obsolete,Y,417,300,10.91,13.5
SKU00098,Product 98,BrandB,Active,Y,592,441,14.05,17.93
SKU00099,Product 99,BrandB,Active,Y,144,66,17.03,23.72
SKU00100,Product 100,BrandA,Active,Y,153,113,12.04,15.44
SKU00101,Product 101,BrandD,Active,Y,302,241,11.34,15.29
SKU00102,Product 102,BrandA,Active,Y,232,160,19.93,24.64
SKU00103,Product 103,BrandD,Active,Y,301,215,5.16,7.1
SKU00104,Product 104,BrandB,Active,Y,149,119,18.43,23.86
SKU00105,Product 105,BrandA,Obsolete,Y,195,125,7.24,10.05
SKU00106,Product 106,BrandE,Active,Y,343,179,16.79,24.22
SKU00107,Product 107,BrandC,Active,Y,203,149,14.27,19.74
SKU00108,Product 108,BrandD,Active,Y,153,99,10.13,13.05
SKU00109,Product 109,BrandC,Active,Y,124,78,18.11,23.12
SKU00110,Product 110,BrandC,Active,N,110,55,5.19,6.74
SKU00111,Product 111,BrandA,Active,Y,339,238,8.4,10.49
SKU00112,Product 112,BrandC,Active,Y,151,65,13.5,16.93
SKU00113,Product 113,BrandE,Active,Y,131,101,10.27,14.76
SKU00114,Product 114,BrandC,Active,N,297,158,14.16,18.63
SKU00115,Product 115,BrandA,Active,N,228,103,5.36,7.13
SKU00116,Product 116,BrandE,Active,Y,339,196,6.75,9.3
SKU00117,Product 117,BrandB,Active,Y,234,98,6.91,9.51
SKU00118,Product 118,BrandC,Active,Y,243,164,7.84,9.57
SKU00119,Product 119,BrandA,Active,Y,120,91,11.89,17.23
SKU00120,Product 120,BrandB,Obsolete,Y,302,222,16.28,20.4
SKU00121,Product 121,BrandB,Active,Y,167,75,18.58,26.33
SKU00122,Product 122,BrandD,Active,N,486,219,17.53,25.1
SKU00123,Product 123,BrandE,Active,Y,260,189,7.95,11.25
SKU00124,Product 124,BrandC,Active,Y,256,197,11.62,15.96
SKU00125,Product 125,BrandA,Active,Y,210,123,7.99,9.62
SKU00126,Product 126,BrandD,Active,N,496,297,8.97,11.73
SKU00127,Product 127,BrandE,Discontinued,N,116,61,12.55,17.34
SKU00128,Product 128,BrandD,Obsolete,Y,89,67,6.02,7.92
SKU00129,Product 129,BrandE,Obsolete,Y,200,132,8.27,12.07
SKU00130,Product 130,BrandE,Active,Y,45,23,19.03,24.6
SKU00131,Product 131,BrandC,Active,Y,232,121,11.99,15.44
SKU00132,Product 132,BrandE,Active,Y,507,384,11.68,14.95
SKU00133,Product 133,BrandD,Active,Y,792,321,5.22,6.79
SKU00134,Product 134,BrandE,Active,Y,496,262,8.71,11.91
SKU00135,Product 135,BrandC,Obsolete,Y,173,108,17.99,25.4
SKU00136,Product 136,BrandC,Active,Y,233,107,7.47,10.45
SKU00137,Product 137,BrandD,Discontinued,Y,153,67,11.23,16.2
SKU00138,Product 138,BrandB,Active,Y,313,227,5.21,7.64
SKU00139,Product 139,BrandB,Obsolete,Y,470,356,12.18,17.6
SKU00140,Product 140,BrandE,Active,Y,53,39,5.32,6.41
SKU00141,Product 141,BrandA,Active,Y,583,443,17.29,24.57
SKU00142,Product 142,BrandE,Active,Y,185,115,17.37,21.93
SKU00143,Product 143,BrandD,Active,Y,313,227,16.82,20.85
SKU00144,Product 144,BrandD,Active,Y,399,221,9.25,12.87
SKU00145,Product 145,BrandD,Discontinued,Y,218,145,17.56,22.76
SKU00146,Product 146,BrandD,Active,Y,290,231,13.14,15.99
SKU00147,Product 147,BrandD,Active,N,71,35,10.61,13.17
SKU00148,Product 148,BrandC,Active,Y,142,79,14.38,17.26
SKU00149,Product 149,BrandB,Active,Y,366,217,5.19,7.63
SKU00150,Product 150,BrandD,Active,N,268,122,7.14,8.62
SKU00151,Product 151,BrandA,Active,Y,520,225,16.13,20.37
SKU00152,Product 152,BrandA,Active,N,339,248,8.66,11.47
SKU00153,Product 153,BrandA,Active,Y,398,315,13.97,18.26
SKU00154,Product 154,BrandA,Active,Y,191,107,10.78,15.88
SKU00155,Product 155,BrandC,Active,Y,201,87,17.82,21.6
SKU00156,Product 156,BrandA,Active,Y,447,191,19.29,26.11
SKU00157,Product 157,BrandD,Obsolete,Y,170,129,18.25,25.63
SKU00158,Product 158,BrandE,Active,N,291,170,9.06,13.4
SKU00159,Product 159,BrandA,Active,Y,204,108,7.91,10.96
SKU00160,Product 160,BrandC,Active,Y,103,61,12.12,17.47
SKU00161,Product 161,BrandC,Active,Y,249,131,5.11,6.26
SKU00162,Product 162,BrandA,Obsolete,Y,106,63,5.39,7.09
SKU00163,Product 163,BrandE,Active,Y,135,100,13.3,17.45
SKU00164,Product 164,BrandA,Active,Y,505,322,12.81,18.78
SKU00165,Product 165,BrandC,Active,Y,105,71,19.92,24.81
SKU00166,Product 166,BrandB,Active,Y,141,77,8.03,10.0
SKU00167,Product 167,BrandD,Active,Y,345,240,8.87,11.52
SKU00168,Product 168,BrandC,Active,Y,295,197,6.7,8.15
SKU00169,Product 169,BrandA,Active,Y,151,68,18.76,23.54
SKU00170,Product 170,BrandD,Active,Y,231,145,16.67,24.83
SKU00171,Product 171,BrandA,Active,Y,162,81,17.34,23.04
SKU00172,Product 172,BrandA,Active,N,243,175,18.54,25.76
SKU00173,Product 173,BrandB,Active,Y,335,191,12.87,18.25
SKU00174,Product 174,BrandD,Active,Y,156,124,11.77,15.42
SKU00175,Product 175,BrandD,Active,Y,839,367,9.96,12.39
SKU00176,Product 176,BrandB,Discontinued,Y,197,140,13.84,17.47
SKU00177,Product 177,BrandC,Active,Y,203,136,11.81,15.28
SKU00178,Product 178,BrandA,Active,Y,491,347,11.77,16.37
SKU00179,Product 179,BrandE,Active,Y,235,123,19.05,25.14
SKU00180,Product 180,BrandA,Obsolete,Y,468,279,19.76,23.75
SKU00181,Product 181,BrandA,Active,Y,282,203,16.95,23.0
SKU00182,Product 182,BrandC,Active,N,218,107,16.35,24.14
SKU00183,Product 183,BrandA,Active,Y,260,128,15.21,21.96
SKU00184,Product 184,BrandB,Active,Y,134,83,7.49,10.84
SKU00185,Product 185,BrandB,Obsolete,Y,298,182,5.89,8.47
SKU00186,Product 186,BrandD,Obsolete,Y,183,94,15.36,19.92
SKU00187,Product 187,BrandE,Active,Y,280,145,15.93,22.77
SKU00188,Product 188,BrandA,Active,Y,126,64,5.7,7.08
SKU00189,Product 189,BrandA,Obsolete,Y,132,94,18.92,26.44
SKU00190,Product 190,BrandC,Active,Y,66,44,6.37,8.87
SKU00191,Product 191,BrandB,Active,Y,164,120,9.29,11.22
SKU00192,Product 192,BrandE,Active,N,225,178,15.09,21.68
SKU00193,Product 193,BrandD,Active,Y,178,105,7.55,11.11
SKU00194,Product 194,BrandB,Obsolete,Y,170,73,5.83,7.46
SKU00195,Product 195,BrandD,Obsolete,Y,322,135,9.97,14.39
SKU00196,Product 196,BrandC,Obsolete,Y,462,239,16.49,20.2
SKU00197,Product 197,BrandC,Active,Y,427,330,11.21,15.47
SKU00198,Product 198,BrandA,Obsolete,Y,278,169,14.79,19.9
SKU00199,Product 199,BrandE,Active,Y,394,200,13.69,18.67
SKU00200,Product 200,BrandD,Active,Y,327,183,5.33,7.88
