item_no,item_description,vendor,item_status,active,total_stock,warehouse_stock,base_price,rrp
SKU00093,Product 93,BrandC,Active,Y,73,42,15.2,18.32
SKU00094,Product 94,BrandC,Active,Y,309,201,5.85,8.25
SKU00095,Product 95,BrandA,Active,Y,1108,570,13.46,18.76
SKU00096,Product 96,BrandC,Obsolete,Y,175,138,8.16,10.8
SKU00097,Product 97,BrandE,Obsolete,Y,313,201,19.23,26.11
SKU00098,Product 98,BrandB,Active,Y,442,247,10.03,14.89
SKU00099,Product 99,BrandB,Active,Y,140,92,9.88,13.62
SKU00100,Product 100,BrandA,Active,Y,133,74,18.85,26.34
SKU00101,Product 101,BrandD,Active,Y,159,116,11.26,13.73
SKU00102,Product 102,BrandA,Active,Y,270,169,19.44,24.3
SKU00103,Product 103,BrandD,Active,Y,178,74,5.36,6.92
SKU00104,Product 104,BrandB,Active,Y,140,66,9.6,13.07
SKU00105,Product 105,BrandA,Obsolete,Y,183,137,14.99,21.48
SKU00106,Product 106,BrandE,Active,Y,343,214,18.36,23.8
SKU00107,Product 107,BrandC,Active,Y,210,164,8.85,11.57
SKU00108,Product 108,BrandD,Active,Y,172,74,18.96,24.21
SKU00109,Product 109,BrandC,Active,Y,168,87,13.91,17.75
SKU00110,Product 110,BrandC,Active,N,138,66,17.02,25.27
SKU00111,Product 111,BrandA,Active,Y,353,219,10.96,15.24
SKU00112,Product 112,BrandC,Active,Y,100,55,8.18,10.2
SKU00113,Product 113,BrandE,Active,Y,63,29,18.67,26.45
SKU00114,Product 114,BrandC,Active,N,246,162,19.0,26.92
SKU00115,Product 115,BrandA,Active,N,192,118,12.46,17.44
SKU00116,Product 116,BrandE,Active,Y,320,163,5.1,6.33
SKU00117,Product 117,BrandB,Active,Y,256,152,6.65,8.79
SKU00118,Product 118,BrandC,Active,Y,167,117,13.6,16.76
SKU00119,Product 119,BrandA,Active,Y,93,45,5.36,7.75
SKU00120,Product 120,BrandB,Obsolete,Y,199,103,10.95,15.29
SKU00121,Product 121,BrandB,Active,Y,142,76,9.55,12.91
SKU00122,Product 122,BrandD,Active,N,301,210,15.72,20.48
SKU00123,Product 123,BrandE,Active,Y,213,157,5.83,7.32
SKU00124,Product 124,BrandC,Active,Y,177,97,12.33,15.19
SKU00125,Product 125,BrandA,Active,Y,204,106,13.69,20.41
SKU00126,Product 126,BrandD,Active,N,426,322,14.26,17.97
SKU00127,Product 127,BrandE,Discontinued,N,98,78,11.08,13.5
SKU00128,Product 128,BrandD,Obsolete,Y,113,75,9.57,14.24
SKU00129,Product 129,BrandE,Obsolete,Y,132,105,15.24,20.8
SKU00130,Product 130,BrandE,Active,Y,46,31,17.71,25.48
SKU00131,Product 131,BrandC,Active,Y,199,138,15.4,18.68
SKU00132,Product 132,BrandE,Active,Y,587,326,18.98,26.0
SKU00133,Product 133,BrandD,Active,Y,845,484,15.76,20.79
SKU00134,Product 134,BrandE,Active,Y,479,219,16.47,23.58
SKU00135,Product 135,BrandC,Obsolete,Y,158,115,7.52,9.11
SKU00136,Product 136,BrandC,Active,Y,237,183,11.29,14.91
SKU00137,Product 137,BrandD,Discontinued,Y,131,85,12.28,17.68
SKU00138,Product 138,BrandB,Active,Y,206,111,8.84,11.99
SKU00139,Product 139,BrandB,Obsolete,Y,431,199,12.93,17.65
SKU00140,Product 140,BrandE,Active,Y,38,19,9.36,11.5
SKU00141,Product 141,BrandA,Active,Y,535,269,15.31,18.98
SKU00142,Product 142,BrandE,Active,Y,186,120,12.05,16.91
SKU00143,Product 143,BrandD,Active,Y,251,195,11.88,16.66
SKU00144,Product 144,BrandD,Active,Y,377,158,19.75,29.5
SKU00145,Product 145,BrandD,Discontinued,Y,186,74,10.89,15.39
SKU00146,Product 146,BrandD,Active,Y,213,136,10.43,14.06
SKU00147,Product 147,BrandD,Active,N,60,31,9.78,14.25
SKU00148,Product 148,BrandC,Active,Y,168,126,18.42,22.68
SKU00149,Product 149,BrandB,Active,Y,501,266,12.45,16.62
SKU00150,Product 150,BrandD,Active,N,297,153,14.0,18.01
SKU00151,Product 151,BrandA,Active,Y,435,221,7.71,9.49
SKU00152,Product 152,BrandA,Active,N,266,122,13.11,18.73
SKU00153,Product 153,BrandA,Active,Y,161,102,9.12,12.34
SKU00154,Product 154,BrandA,Active,Y,117,55,15.96,21.82
SKU00155,Product 155,BrandC,Active,Y,175,100,17.49,23.15
SKU00156,Product 156,BrandA,Active,Y,320,187,15.72,21.03
SKU00157,Product 157,BrandD,Obsolete,Y,152,62,15.95,19.7
SKU00158,Product 158,BrandE,Active,N,209,85,12.69,17.79
SKU00159,Product 159,BrandA,Active,Y,286,174,15.68,20.85
SKU00160,Product 160,BrandC,Active,Y,47,32,11.34,16.39
SKU00161,Product 161,BrandC,Active,Y,278,216,14.77,18.59
SKU00162,Product 162,BrandA,Obsolete,Y,122,58,8.89,11.21
SKU00163,Product 163,BrandE,Active,Y,101,45,6.05,8.43
SKU00164,Product 164,BrandA,Active,Y,448,189,11.2,16.28
SKU00165,Product 165,BrandC,Active,Y,99,57,11.93,16.01
SKU00166,Product 166,BrandB,Active,Y,138,90,8.85,12.55
SKU00167,Product 167,BrandD,Active,Y,342,252,15.92,23.88
SKU00168,Product 168,BrandC,Active,Y,303,204,6.1,9.13
SKU00169,Product 169,BrandA,Active,Y,82,40,8.34,11.87
SKU00170,Product 170,BrandD,Active,Y,199,116,16.23,23.08
SKU00171,Product 171,BrandA,Active,Y,132,101,11.56,14.73
SKU00172,Product 172,BrandA,Active,N,245,130,15.58,22.59
SKU00173,Product 173,BrandB,Active,Y,405,243,13.51,17.85
SKU00174,Product 174,BrandD,Active,Y,131,103,19.26,28.67
SKU00175,Product 175,BrandD,Active,Y,554,384,13.97,17.11
SKU00176,Product 176,BrandB,Discontinued,Y,251,175,5.22,6.95
SKU00177,Product 177,BrandC,Active,Y,192,96,10.29,14.06
SKU00178,Product 178,BrandA,Active,Y,664,376,7.15,9.45
SKU00179,Product 179,BrandE,Active,Y,205,89,18.87,23.84
SKU00180,Product 180,BrandA,Obsolete,Y,388,249,6.56,9.04
SKU00181,Product 181,BrandA,Active,Y,235,104,10.82,15.44
SKU00182,Product 182,BrandC,Active,N,128,94,8.39,11.69
SKU00183,Product 183,BrandA,Active,Y,369,268,17.7,22.48
SKU00184,Product 184,BrandB,Active,Y,109,67,9.63,13.67
SKU00185,Product 185,BrandB,Obsolete,Y,244,111,19.88,25.39
SKU00186,Product 186,BrandD,Obsolete,Y,147,60,5.58,6.99
SKU00187,Product 187,BrandE,Active,Y,307,221,6.92,9.74
SKU00188,Product 188,BrandA,Active,Y,140,90,8.37,12.16
SKU00189,Product 189,BrandA,Obsolete,Y,110,75,17.17,23.08
SKU00190,Product 190,BrandC,Active,Y,57,30,18.18,24.71
SKU00191,Product 191,BrandB,Active,Y,208,126,6.07,7.84
SKU00192,Product 192,BrandE,Active,N,191,133,5.49,7.4
SKU00193,Product 193,BrandD,Active,Y,144,84,16.17,20.04
SKU00194,Product 194,BrandB,Obsolete,Y,165,106,7.0,10.41
SKU00195,Product 195,BrandD,Obsolete,Y,291,208,6.99,10.07
SKU00196,Product 196,BrandC,Obsolete,Y,409,199,5.34,7.48
SKU00197,Product 197,BrandC,Active,Y,361,154,5.75,7.83
SKU00198,Product 198,BrandA,Obsolete,Y,254,156,8.96,12.88
SKU00199,Product 199,BrandE,Active,Y,223,95,5.98,8.06
SKU00200,Product 200,BrandD,Active,Y,250,177,10.53,13.58
