item_no,item_description,vendor,item_status,active,quantity,sales_amt
SKU00066,Product 66,BrandD,Discontinued,Y,48,1052.77
SKU00067,Product 67,BrandB,Active,Y,90,2483.38
SKU00068,Product 68,BrandB,Obsolete,Y,93,1443.14
SKU00069,Product 69,BrandD,Active,N,75,1366.46
SKU00070,Product 70,BrandD,Active,Y,65,1801.6
SKU00071,Product 71,BrandA,Active,Y,99,1385.66
SKU00072,Product 72,BrandE,Active,N,101,2842.24
SKU00073,Product 73,BrandE,Obsolete,Y,63,1652.3
SKU00074,Product 74,BrandB,Active,Y,89,2631.93
SKU00075,Product 75,BrandE,Active,Y,47,711.28
SKU00076,Product 76,BrandB,Active,Y,69,909.87
SKU00077,Product 77,BrandA,Active,N,143,2184.91
SKU00078,Product 78,BrandD,Active,Y,61,1769.14
SKU00079,Product 79,BrandD,Discontinued,Y,16,245.24
SKU00080,Product 80,BrandD,Active,Y,138,2819.98
SKU00081,Product 81,BrandE,Active,Y,92,1553.05
SKU00082,Product 82,BrandA,Obsolete,N,18,300.9
SKU00083,Product 83,BrandE,Active,N,16,196.07
SKU00084,Product 84,BrandE,Discontinued,Y,127,2516.6
SKU00085,Product 85,BrandA,Active,N,36,960.73
SKU00086,Product 86,BrandA,Active,Y,72,654.38
SKU00087,Product 87,BrandA,Active,Y,70,1929.41
SKU00088,Product 88,BrandA,Discontinued,Y,116,2626.29
SKU00089,Product 89,BrandD,Active,Y,110,2372.51
SKU00090,Product 90,BrandC,Active,Y,94,2046.36
SKU00091,Product 91,BrandC,Active,Y,61,885.59
SKU00092,Product 92,BrandA,Active,Y,169,2895.51
SKU00093,Product 93,BrandC,Active,Y,19,486.1
SKU00094,Product 94,BrandC,Active,Y,81,1193.97
SKU00095,Product 95,BrandA,Active,Y,222,4071.58
SKU00096,Product 96,BrandC,Obsolete,Y,48,404.73
SKU00097,Product 97,BrandE,Obsolete,Y,123,2969.01
SKU00098,Product 98,BrandB,Active,Y,159,2733.12
SKU00099,Product 99,BrandB,Active,Y,38,743.2
SKU00100,Product 100,BrandA,Active,Y,45,473.54
SKU00101,Product 101,BrandD,Active,Y,87,2594.14
SKU00102,Product 102,BrandA,Active,Y,76,1113.73
SKU00103,Product 103,BrandD,Active,Y,109,2394.71
SKU00104,Product 104,BrandB,Active,Y,29,602.83
SKU00105,Product 105,BrandA,Obsolete,Y,54,1364.69
SKU00106,Product 106,BrandE,Active,Y,146,2111.8
SKU00107,Product 107,BrandC,Active,Y,50,1231.52
SKU00108,Product 108,BrandD,Active,Y,43,705.85
SKU00109,Product 109,BrandC,Active,Y,30,511.37
SKU00110,Product 110,BrandC,Active,N,41,934.79
SKU00111,Product 111,BrandA,Active,Y,108,2727.46
SKU00112,Product 112,BrandC,Active,Y,49,1110.88
SKU00113,Product 113,BrandE,Active,Y,39,1084.1
SKU00114,Product 114,BrandC,Active,N,77,1099.06
SKU00115,Product 115,BrandA,Active,N,56,1557.56
SKU00116,Product 116,BrandE,Active,Y,103,1120.54
SKU00117,Product 117,BrandB,Active,Y,54,1215.52
SKU00118,Product 118,BrandC,Active,Y,53,1062.54
SKU00119,Product 119,BrandA,Active,Y,33,623.11
SKU00120,Product 120,BrandB,Obsolete,Y,83,1231.73
SKU00121,Product 121,BrandB,Active,Y,42,801.45
SKU00122,Product 122,BrandD,Active,N,65,751.34
SKU00123,Product 123,BrandE,Active,Y,81,1306.13
SKU00124,Product 124,BrandC,Active,Y,81,823.85
SKU00125,Product 125,BrandA,Active,Y,66,1358.32
SKU00126,Product 126,BrandD,Active,N,137,1384.64
SKU00127,Product 127,BrandE,Discontinued,N,35,403.47
SKU00128,Product 128,BrandD,Obsolete,Y,20,197.61
SKU00129,Product 129,BrandE,Obsolete,Y,52,852.22
SKU00130,Product 130,BrandE,Active,Y,14,371.32
SKU00131,Product 131,BrandC,Active,Y,81,2264.09
SKU00132,Product 132,BrandE,Active,Y,109,1044.39
SKU00133,Product 133,BrandD,Active,Y,232,5094.74
SKU00134,Product 134,BrandE,Active,Y,148,3412.36
SKU00135,Product 135,BrandC,Obsolete,Y,55,1085.86
SKU00136,Product 136,BrandC,Active,Y,81,1836.57
SKU00137,Product 137,BrandD,Discontinued,Y,47,617.64
SKU00138,Product 138,BrandB,Active,Y,126,2365.29
SKU00139,Product 139,BrandB,Obsolete,Y,114,1892.32
SKU00140,Product 140,BrandE,Active,Y,15,149.6
SKU00141,Product 141,BrandA,Active,Y,143,3112.0
SKU00142,Product 142,BrandE,Active,Y,93,1757.21
SKU00143,Product 143,BrandD,Active,Y,75,1054.04
SKU00144,Product 144,BrandD,Active,Y,118,2173.69
SKU00145,Product 145,BrandD,Discontinued,Y,72,1804.07
SKU00146,Product 146,BrandD,Active,Y,69,1768.92
SKU00147,Product 147,BrandD,Active,N,24,534.95
SKU00148,Product 148,BrandC,Active,Y,36,658.46
SKU00149,Product 149,BrandB,Active,Y,89,1839.32
SKU00150,Product 150,BrandD,Active,N,72,1185.86
SKU00151,Product 151,BrandA,Active,Y,154,1660.77
SKU00152,Product 152,BrandA,Active,N,114,1879.14
SKU00153,Product 153,BrandA,Active,Y,139,2733.76
SKU00154,Product 154,BrandA,Active,Y,67,1418.68
SKU00155,Product 155,BrandC,Active,Y,40,1143.5
SKU00156,Product 156,BrandA,Active,Y,123,3087.46
SKU00157,Product 157,BrandD,Obsolete,Y,43,487.78
SKU00158,Product 158,BrandE,Active,N,86,1017.55
SKU00159,Product 159,BrandA,Active,Y,75,765.82
SKU00160,Product 160,BrandC,Active,Y,30,727.2
SKU00161,Product 161,BrandC,Active,Y,57,1341.48
SKU00162,Product 162,BrandA,Obsolete,Y,31,920.7
SKU00163,Product 163,BrandE,Active,Y,43,837.83
SKU00164,Product 164,BrandA,Active,Y,118,3089.37
SKU00165,Product 165,BrandC,Active,Y,32,661.81
SKU00166,Product 166,BrandB,Active,Y,46,1252.58
SKU00167,Product 167,BrandD,Active,Y,86,2052.17
SKU00168,Product 168,BrandC,Active,Y,82,1815.76
SKU00169,Product 169,BrandA,Active,Y,50,1021.63
SKU00170,Product 170,BrandD,Active,Y,77,1840.71
SKU00171,Product 171,BrandA,Active,Y,62,1068.41
SKU00172,Product 172,BrandA,Active,N,82,830.22
SKU00173,Product 173,BrandB,Active,Y,106,941.25
SKU00174,Product 174,BrandD,Active,Y,42,778.62
SKU00175,Product 175,BrandD,Active,Y,230,4872.42
SKU00176,Product 176,BrandB,Discontinued,Y,45,438.06
SKU00177,Product 177,BrandC,Active,Y,67,958.9
SKU00178,Product 178,BrandA,Active,Y,92,1387.79
SKU00179,Product 179,BrandE,Active,Y,69,1406.32
SKU00180,Product 180,BrandA,Obsolete,Y,118,1666.94
SKU00181,Product 181,BrandA,Active,Y,72,727.51
SKU00182,Product 182,BrandC,Active,N,76,883.64
SKU00183,Product 183,BrandA,Active,Y,63,745.09
SKU00184,Product 184,BrandB,Active,Y,31,822.72
SKU00185,Product 185,BrandB,Obsolete,Y,60,855.3
SKU00186,Product 186,BrandD,Obsolete,Y,44,1043.82
SKU00187,Product 187,BrandE,Active,Y,72,1475.46
SKU00188,Product 188,BrandA,Active,Y,34,1002.82
SKU00189,Product 189,BrandA,Obsolete,Y,30,420.06
SKU00190,Product 190,BrandC,Active,Y,22,252.65
SKU00191,Product 191,BrandB,Active,Y,35,320.07
SKU00192,Product 192,BrandE,Active,N,67,891.17
SKU00193,Product 193,BrandD,Active,Y,66,1521.27
SKU00194,Product 194,BrandB,Obsolete,Y,48,474.03
SKU00195,Product 195,BrandD,Obsolete,Y,90,1204.51
SKU00196,Product 196,BrandC,Obsolete,Y,99,2654.86
SKU00197,Product 197,BrandC,Active,Y,147,3061.27
SKU00198,Product 198,BrandA,Obsolete,Y,90,857.65
SKU00199,Product 199,BrandE,Active,Y,171,1547.38
SKU00200,Product 200,BrandD,Active,Y,89,831.68
