item_no,item_description,vendor,item_status,active,quantity,sales_amt
SKU00076,Product 76,BrandB,Active,Y,141,1155.65
SKU00077,Product 77,BrandA,Active,N,211,2563.63
SKU00078,Product 78,BrandD,Active,Y,85,1968.94
SKU00079,Product 79,BrandD,Discontinued,Y,16,151.19
SKU00080,Product 80,BrandD,Active,Y,218,3990.97
SKU00081,Product 81,BrandE,Active,Y,166,3747.75
SKU00082,Product 82,BrandA,Obsolete,N,18,447.32
SKU00083,Product 83,BrandE,Active,N,23,413.63
SKU00084,Product 84,BrandE,Discontinued,Y,187,4088.99
SKU00085,Product 85,BrandA,Active,N,62,1231.98
SKU00086,Product 86,BrandA,Active,Y,153,1400.06
SKU00087,Product 87,BrandA,Active,Y,127,3091.4
SKU00088,Product 88,BrandA,Discontinued,Y,221,2606.02
SKU00089,Product 89,BrandD,Active,Y,123,1070.07
SKU00090,Product 90,BrandC,Active,Y,151,2706.78
SKU00091,Product 91,BrandC,Active,Y,115,3110.06
SKU00092,Product 92,BrandA,Active,Y,189,2139.15
SKU00093,Product 93,BrandC,Active,Y,21,173.94
SKU00094,Product 94,BrandC,Active,Y,147,1531.67
SKU00095,Product 95,BrandA,Active,Y,381,6096.19
SKU00096,Product 96,BrandC,Obsolete,Y,83,1723.39
SKU00097,Product 97,BrandE,Obsolete,Y,183,2241.07
SKU00098,Product 98,BrandB,Active,Y,222,5692.79
SKU00099,Product 99,BrandB,Active,Y,41,1007.47
SKU00100,Product 100,BrandA,Active,Y,79,1841.41
SKU00101,Product 101,BrandD,Active,Y,139,2602.68
SKU00102,Product 102,BrandA,Active,Y,122,1956.24
SKU00103,Product 103,BrandD,Active,Y,120,1951.55
SKU00104,Product 104,BrandB,Active,Y,61,1163.12
SKU00105,Product 105,BrandA,Obsolete,Y,79,766.37
SKU00106,Product 106,BrandE,Active,Y,170,3911.82
SKU00107,Product 107,BrandC,Active,Y,62,975.46
SKU00108,Product 108,BrandD,Active,Y,59,763.74
SKU00109,Product 109,BrandC,Active,Y,40,564.93
SKU00110,Product 110,BrandC,Active,N,47,562.42
SKU00111,Product 111,BrandA,Active,Y,156,4342.18
SKU00112,Product 112,BrandC,Active,Y,57,667.97
SKU00113,Product 113,BrandE,Active,Y,58,1590.61
SKU00114,Product 114,BrandC,Active,N,113,2326.6
SKU00115,Product 115,BrandA,Active,N,107,2897.98
SKU00116,Product 116,BrandE,Active,Y,125,2303.68
SKU00117,Product 117,BrandB,Active,Y,75,2130.6
SKU00118,Product 118,BrandC,Active,Y,93,1176.71
SKU00119,Product 119,BrandA,Active,Y,44,888.94
SKU00120,Product 120,BrandB,Obsolete,Y,105,1130.69
SKU00121,Product 121,BrandB,Active,Y,62,1106.01
SKU00122,Product 122,BrandD,Active,N,153,3142.3
SKU00123,Product 123,BrandE,Active,Y,113,2409.71
SKU00124,Product 124,BrandC,Active,Y,114,1828.75
SKU00125,Product 125,BrandA,Active,Y,75,725.95
SKU00126,Product 126,BrandD,Active,N,189,4236.85
SKU00127,Product 127,BrandE,Discontinued,N,55,1031.0
SKU00128,Product 128,BrandD,Obsolete,Y,34,374.39
SKU00129,Product 129,BrandE,Obsolete,Y,75,2144.2
SKU00130,Product 130,BrandE,Active,Y,26,754.64
SKU00131,Product 131,BrandC,Active,Y,97,2604.0
SKU00132,Product 132,BrandE,Active,Y,150,3984.77
SKU00133,Product 133,BrandD,Active,Y,295,3000.38
SKU00134,Product 134,BrandE,Active,Y,171,5105.25
SKU00135,Product 135,BrandC,Obsolete,Y,78,1311.05
SKU00136,Product 136,BrandC,Active,Y,95,1100.92
SKU00137,Product 137,BrandD,Discontinued,Y,51,1319.18
SKU00138,Product 138,BrandB,Active,Y,112,1452.2
SKU00139,Product 139,BrandB,Obsolete,Y,190,3719.41
SKU00140,Product 140,BrandE,Active,Y,23,248.78
SKU00141,Product 141,BrandA,Active,Y,260,4794.97
SKU00142,Product 142,BrandE,Active,Y,100,2027.91
SKU00143,Product 143,BrandD,Active,Y,86,1531.69
SKU00144,Product 144,BrandD,Active,Y,141,1343.55
SKU00145,Product 145,BrandD,Discontinued,Y,93,1736.19
SKU00146,Product 146,BrandD,Active,Y,99,1813.36
SKU00147,Product 147,BrandD,Active,N,35,481.45
SKU00148,Product 148,BrandC,Active,Y,42,1187.56
SKU00149,Product 149,BrandB,Active,Y,142,2441.18
SKU00150,Product 150,BrandD,Active,N,89,2403.94
SKU00151,Product 151,BrandA,Active,Y,193,2009.63
SKU00152,Product 152,BrandA,Active,N,147,2207.25
SKU00153,Product 153,BrandA,Active,Y,180,2138.27
SKU00154,Product 154,BrandA,Active,Y,65,1104.03
SKU00155,Product 155,BrandC,Active,Y,82,857.39
SKU00156,Product 156,BrandA,Active,Y,128,2265.95
SKU00157,Product 157,BrandD,Obsolete,Y,79,1247.03
SKU00158,Product 158,BrandE,Active,N,84,1084.69
SKU00159,Product 159,BrandA,Active,Y,118,2611.1
SKU00160,Product 160,BrandC,Active,Y,69,1995.48
SKU00161,Product 161,BrandC,Active,Y,83,1042.19
SKU00162,Product 162,BrandA,Obsolete,Y,44,1041.01
SKU00163,Product 163,BrandE,Active,Y,65,1581.6
SKU00164,Product 164,BrandA,Active,Y,154,2919.63
SKU00165,Product 165,BrandC,Active,Y,46,1276.44
SKU00166,Product 166,BrandB,Active,Y,74,2165.28
SKU00167,Product 167,BrandD,Active,Y,205,3273.73
SKU00168,Product 168,BrandC,Active,Y,144,3214.47
SKU00169,Product 169,BrandA,Active,Y,60,1354.12
SKU00170,Product 170,BrandD,Active,Y,106,1789.28
SKU00171,Product 171,BrandA,Active,Y,72,1077.8
SKU00172,Product 172,BrandA,Active,N,122,3482.17
SKU00173,Product 173,BrandB,Active,Y,125,3172.45
SKU00174,Product 174,BrandD,Active,Y,68,715.24
SKU00175,Product 175,BrandD,Active,Y,274,2914.66
SKU00176,Product 176,BrandB,Discontinued,Y,76,2150.49
SKU00177,Product 177,BrandC,Active,Y,83,812.65
SKU00178,Product 178,BrandA,Active,Y,197,4559.62
SKU00179,Product 179,BrandE,Active,Y,85,1104.04
SKU00180,Product 180,BrandA,Obsolete,Y,190,1667.07
SKU00181,Product 181,BrandA,Active,Y,103,959.14
SKU00182,Product 182,BrandC,Active,N,130,2108.27
SKU00183,Product 183,BrandA,Active,Y,86,834.8
SKU00184,Product 184,BrandB,Active,Y,49,1035.18
SKU00185,Product 185,BrandB,Obsolete,Y,141,3135.78
SKU00186,Product 186,BrandD,Obsolete,Y,73,1183.79
SKU00187,Product 187,BrandE,Active,Y,133,3237.66
SKU00188,Product 188,BrandA,Active,Y,50,939.05
SKU00189,Product 189,BrandA,Obsolete,Y,46,803.39
SKU00190,Product 190,BrandC,Active,Y,30,508.61
SKU00191,Product 191,BrandB,Active,Y,66,1153.97
SKU00192,Product 192,BrandE,Active,N,106,3105.11
SKU00193,Product 193,BrandD,Active,Y,84,1931.24
SKU00194,Product 194,BrandB,Obsolete,Y,50,746.73
SKU00195,Product 195,BrandD,Obsolete,Y,145,3501.01
SKU00196,Product 196,BrandC,Obsolete,Y,152,2320.41
SKU00197,Product 197,BrandC,Active,Y,146,1571.8
SKU00198,Product 198,BrandA,Obsolete,Y,141,2602.57
SKU00199,Product 199,BrandE,Active,Y,211,5174.25
SKU00200,Product 200,BrandD,Active,Y,156,2544.13
