item_no,item_description,vendor,item_status,active,quantity,sales_amt
SKU00062,Product 62,BrandD,Active,N,33,912.04
SKU00063,Product 63,BrandE,Active,N,123,2225.11
SKU00064,Product 64,BrandB,Active,N,200,4578.7
SKU00065,Product 65,BrandB,Active,Y,233,4412.86
SKU00066,Product 66,BrandD,Discontinued,Y,77,775.22
SKU00067,Product 67,BrandB,Active,Y,117,1684.32
SKU00068,Product 68,BrandB,Obsolete,Y,130,3853.47
SKU00069,Product 69,BrandD,Active,N,131,3816.78
SKU00070,Product 70,BrandD,Active,Y,80,1204.06
SKU00071,Product 71,BrandA,Active,Y,144,4308.27
SKU00072,Product 72,BrandE,Active,N,74,1968.56
SKU00073,Product 73,BrandE,Obsolete,Y,71,1522.32
SKU00074,Product 74,BrandB,Active,Y,130,1154.76
SKU00075,Product 75,BrandE,Active,Y,54,1502.92
SKU00076,Product 76,BrandB,Active,Y,134,2715.3
SKU00077,Product 77,BrandA,Active,N,175,4743.63
SKU00078,Product 78,BrandD,Active,Y,72,1897.74
SKU00079,Product 79,BrandD,Discontinued,Y,16,421.22
SKU00080,Product 80,BrandD,Active,Y,203,4742.04
SKU00081,Product 81,BrandE,Active,Y,118,1700.51
SKU00082,Product 82,BrandA,Obsolete,N,21,323.31
SKU00083,Product 83,BrandE,Active,N,20,295.73
SKU00084,Product 84,BrandE,Discontinued,Y,151,1274.59
SKU00085,Product 85,BrandA,Active,N,57,1186.54
SKU00086,Product 86,BrandA,Active,Y,102,2384.18
SKU00087,Product 87,BrandA,Active,Y,113,3026.71
SKU00088,Product 88,BrandA,Discontinued,Y,174,1928.55
SKU00089,Product 89,BrandD,Active,Y,160,3195.52
SKU00090,Product 90,BrandC,Active,Y,136,1111.96
SKU00091,Product 91,BrandC,Active,Y,85,857.83
SKU00092,Product 92,BrandA,Active,Y,182,1673.06
SKU00093,Product 93,BrandC,Active,Y,16,383.37
SKU00094,Product 94,BrandC,Active,Y,125,1222.91
SKU00095,Product 95,BrandA,Active,Y,298,7081.07
SKU00096,Product 96,BrandC,Obsolete,Y,69,930.93
SKU00097,Product 97,BrandE,Obsolete,Y,132,3604.88
SKU00098,Product 98,BrandB,Active,Y,268,6938.33
SKU00099,Product 99,BrandB,Active,Y,40,1162.89
SKU00100,Product 100,BrandA,Active,Y,70,1920.99
SKU00101,Product 101,BrandD,Active,Y,121,3452.52
SKU00102,Product 102,BrandA,Active,Y,116,3119.51
SKU00103,Product 103,BrandD,Active,Y,158,3674.2
SKU00104,Product 104,BrandB,Active,Y,45,528.56
SKU00105,Product 105,BrandA,Obsolete,Y,44,615.01
SKU00106,Product 106,BrandE,Active,Y,116,1470.88
SKU00107,Product 107,BrandC,Active,Y,55,1170.34
SKU00108,Product 108,BrandD,Active,Y,86,1640.85
SKU00109,Product 109,BrandC,Active,Y,40,1083.03
SKU00110,Product 110,BrandC,Active,N,48,1390.02
SKU00111,Product 111,BrandA,Active,Y,202,3415.2
SKU00112,Product 112,BrandC,Active,Y,61,1167.52
SKU00113,Product 113,BrandE,Active,Y,53,1556.79
SKU00114,Product 114,BrandC,Active,N,109,1534.42
SKU00115,Product 115,BrandA,Active,N,89,2263.5
SKU00116,Product 116,BrandE,Active,Y,129,1671.23
SKU00117,Product 117,BrandB,Active,Y,62,1425.51
SKU00118,Product 118,BrandC,Active,Y,93,1262.9
SKU00119,Product 119,BrandA,Active,Y,51,1399.55
SKU00120,Product 120,BrandB,Obsolete,Y,128,2605.12
SKU00121,Product 121,BrandB,Active,Y,62,749.61
SKU00122,Product 122,BrandD,Active,N,152,1966.29
SKU00123,Product 123,BrandE,Active,Y,115,2169.44
SKU00124,Product 124,BrandC,Active,Y,87,2536.51
SKU00125,Product 125,BrandA,Active,Y,100,2493.21
SKU00126,Product 126,BrandD,Active,N,178,3336.22
SKU00127,Product 127,BrandE,Discontinued,N,47,725.2
SKU00128,Product 128,BrandD,Obsolete,Y,26,522.18
SKU00129,Product 129,BrandE,Obsolete,Y,63,1541.23
SKU00130,Product 130,BrandE,Active,Y,23,580.67
SKU00131,Product 131,BrandC,Active,Y,116,1756.4
SKU00132,Product 132,BrandE,Active,Y,130,3102.52
SKU00133,Product 133,BrandD,Active,Y,159,3572.95
SKU00134,Product 134,BrandE,Active,Y,195,5674.59
SKU00135,Product 135,BrandC,Obsolete,Y,70,1993.88
SKU00136,Product 136,BrandC,Active,Y,82,2080.04
SKU00137,Product 137,BrandD,Discontinued,Y,49,1171.82
SKU00138,Product 138,BrandB,Active,Y,155,2174.48
SKU00139,Product 139,BrandB,Obsolete,Y,159,4231.19
SKU00140,Product 140,BrandE,Active,Y,22,382.91
SKU00141,Product 141,BrandA,Active,Y,253,3539.29
SKU00142,Product 142,BrandE,Active,Y,84,1381.93
SKU00143,Product 143,BrandD,Active,Y,90,2375.15
SKU00144,Product 144,BrandD,Active,Y,152,1713.03
SKU00145,Product 145,BrandD,Discontinued,Y,69,1244.45
SKU00146,Product 146,BrandD,Active,Y,113,2128.0
SKU00147,Product 147,BrandD,Active,N,34,299.4
SKU00148,Product 148,BrandC,Active,Y,49,603.01
SKU00149,Product 149,BrandB,Active,Y,139,3640.18
SKU00150,Product 150,BrandD,Active,N,132,3468.55
SKU00151,Product 151,BrandA,Active,Y,159,2294.87
SKU00152,Product 152,BrandA,Active,N,135,3678.44
SKU00153,Product 153,BrandA,Active,Y,175,4371.36
SKU00154,Product 154,BrandA,Active,Y,88,1513.07
SKU00155,Product 155,BrandC,Active,Y,68,1663.62
SKU00156,Product 156,BrandA,Active,Y,119,3468.77
SKU00157,Product 157,BrandD,Obsolete,Y,67,1212.52
SKU00158,Product 158,BrandE,Active,N,129,1708.66
SKU00159,Product 159,BrandA,Active,Y,81,2326.32
SKU00160,Product 160,BrandC,Active,Y,49,1042.84
SKU00161,Product 161,BrandC,Active,Y,89,918.11
SKU00162,Product 162,BrandA,Obsolete,Y,34,700.37
SKU00163,Product 163,BrandE,Active,Y,66,1254.84
SKU00164,Product 164,BrandA,Active,Y,205,5498.71
SKU00165,Product 165,BrandC,Active,Y,63,1239.54
SKU00166,Product 166,BrandB,Active,Y,87,1184.51
SKU00167,Product 167,BrandD,Active,Y,119,2720.84
SKU00168,Product 168,BrandC,Active,Y,124,2472.15
SKU00169,Product 169,BrandA,Active,Y,66,866.38
SKU00170,Product 170,BrandD,Active,Y,102,2103.22
SKU00171,Product 171,BrandA,Active,Y,57,1486.21
SKU00172,Product 172,BrandA,Active,N,89,767.94
SKU00173,Product 173,BrandB,Active,Y,113,2472.3
SKU00174,Product 174,BrandD,Active,Y,65,1019.91
SKU00175,Product 175,BrandD,Active,Y,312,4504.9
SKU00176,Product 176,BrandB,Discontinued,Y,69,1147.95
SKU00177,Product 177,BrandC,Active,Y,71,1102.24
SKU00178,Product 178,BrandA,Active,Y,170,4472.57
SKU00179,Product 179,BrandE,Active,Y,67,941.05
SKU00180,Product 180,BrandA,Obsolete,Y,157,3788.31
SKU00181,Product 181,BrandA,Active,Y,119,1198.25
SKU00182,Product 182,BrandC,Active,N,122,3529.55
SKU00183,Product 183,BrandA,Active,Y,77,1670.2
SKU00184,Product 184,BrandB,Active,Y,34,800.63
SKU00185,Product 185,BrandB,Obsolete,Y,86,1251.89
SKU00186,Product 186,BrandD,Obsolete,Y,66,1126.36
SKU00187,Product 187,BrandE,Active,Y,100,1292.31
SKU00188,Product 188,BrandA,Active,Y,41,1169.15
SKU00189,Product 189,BrandA,Obsolete,Y,54,1011.87
SKU00190,Product 190,BrandC,Active,Y,24,524.88
SKU00191,Product 191,BrandB,Active,Y,56,1352.62
SKU00192,Product 192,BrandE,Active,N,110,1778.08
SKU00193,Product 193,BrandD,Active,Y,81,1931.22
SKU00194,Product 194,BrandB,Obsolete,Y,65,1486.67
SKU00195,Product 195,BrandD,Obsolete,Y,156,3669.82
SKU00196,Product 196,BrandC,Obsolete,Y,170,3189.72
SKU00197,Product 197,BrandC,Active,Y,175,2874.31
SKU00198,Product 198,BrandA,Obsolete,Y,118,1520.53
SKU00199,Product 199,BrandE,Active,Y,166,4339.54
SKU00200,Product 200,BrandD,Active,Y,143,3057.87
