item_no,item_description,vendor,item_status,active,quantity,sales_amt
SKU00125,Product 125,BrandA,Active,Y,73,1843.44
SKU00126,Product 126,BrandD,Active,N,97,1762.74
SKU00127,Product 127,BrandE,Discontinued,N,42,1135.23
SKU00128,Product 128,BrandD,Obsolete,Y,23,310.23
SKU00129,Product 129,BrandE,Obsolete,Y,57,1355.27
SKU00130,Product 130,BrandE,Active,Y,17,456.19
SKU00131,Product 131,BrandC,Active,Y,88,1394.7
SKU00132,Product 132,BrandE,Active,Y,99,2441.76
SKU00133,Product 133,BrandD,Active,Y,187,2709.93
SKU00134,Product 134,BrandE,Active,Y,195,2842.1
SKU00135,Product 135,BrandC,Obsolete,Y,46,476.34
SKU00136,Product 136,BrandC,Active,Y,67,1184.65
SKU00137,Product 137,BrandD,Discontinued,Y,45,1082.41
SKU00138,Product 138,BrandB,Active,Y,114,3270.07
SKU00139,Product 139,BrandB,Obsolete,Y,115,2447.61
SKU00140,Product 140,BrandE,Active,Y,16,431.82
SKU00141,Product 141,BrandA,Active,Y,228,5949.63
SKU00142,Product 142,BrandE,Active,Y,85,1004.15
SKU00143,Product 143,BrandD,Active,Y,63,1177.34
SKU00144,Product 144,BrandD,Active,Y,118,1247.53
SKU00145,Product 145,BrandD,Discontinued,Y,86,1978.63
SKU00146,Product 146,BrandD,Active,Y,71,2051.74
SKU00147,Product 147,BrandD,Active,N,20,220.32
SKU00148,Product 148,BrandC,Active,Y,35,845.09
SKU00149,Product 149,BrandB,Active,Y,95,2081.38
SKU00150,Product 150,BrandD,Active,N,102,2125.61
SKU00151,Product 151,BrandA,Active,Y,131,2172.33
SKU00152,Product 152,BrandA,Active,N,114,1802.67
SKU00153,Product 153,BrandA,Active,Y,96,863.57
SKU00154,Product 154,BrandA,Active,Y,61,780.43
SKU00155,Product 155,BrandC,Active,Y,45,375.03
SKU00156,Product 156,BrandA,Active,Y,105,2183.07
SKU00157,Product 157,BrandD,Obsolete,Y,63,650.71
SKU00158,Product 158,BrandE,Active,N,61,1659.59
SKU00159,Product 159,BrandA,Active,Y,78,1521.71
SKU00160,Product 160,BrandC,Active,Y,34,795.37
SKU00161,Product 161,BrandC,Active,Y,68,1158.64
SKU00162,Product 162,BrandA,Obsolete,Y,30,609.98
SKU00163,Product 163,BrandE,Active,Y,59,1695.57
SKU00164,Product 164,BrandA,Active,Y,138,1355.18
SKU00165,Product 165,BrandC,Active,Y,49,665.74
SKU00166,Product 166,BrandB,Active,Y,67,1685.7
SKU00167,Product 167,BrandD,Active,Y,97,986.71
SKU00168,Product 168,BrandC,Active,Y,96,927.8
SKU00169,Product 169,BrandA,Active,Y,43,686.02
SKU00170,Product 170,BrandD,Active,Y,72,721.99
SKU00171,Product 171,BrandA,Active,Y,46,960.1
SKU00172,Product 172,BrandA,Active,N,102,1323.76
SKU00173,Product 173,BrandB,Active,Y,123,3407.76
SKU00174,Product 174,BrandD,Active,Y,42,1059.95
SKU00175,Product 175,BrandD,Active,Y,285,6667.15
SKU00176,Product 176,BrandB,Discontinued,Y,63,1359.08
SKU00177,Product 177,BrandC,Active,Y,65,1754.76
SKU00178,Product 178,BrandA,Active,Y,138,1781.22
SKU00179,Product 179,BrandE,Active,Y,65,1768.55
SKU00180,Product 180,BrandA,Obsolete,Y,122,3095.0
SKU00181,Product 181,BrandA,Active,Y,93,2274.74
SKU00182,Product 182,BrandC,Active,N,77,1566.77
SKU00183,Product 183,BrandA,Active,Y,61,818.46
SKU00184,Product 184,BrandB,Active,Y,34,588.81
SKU00185,Product 185,BrandB,Obsolete,Y,78,1985.77
SKU00186,Product 186,BrandD,Obsolete,Y,62,539.35
SKU00187,Product 187,BrandE,Active,Y,84,2117.23
SKU00188,Product 188,BrandA,Active,Y,45,597.67
SKU00189,Product 189,BrandA,Obsolete,Y,43,480.52
SKU00190,Product 190,BrandC,Active,Y,22,232.0
SKU00191,Product 191,BrandB,Active,Y,54,464.37
SKU00192,Product 192,BrandE,Active,N,86,1678.63
SKU00193,Product 193,BrandD,Active,Y,41,524.87
SKU00194,Product 194,BrandB,Obsolete,Y,55,1637.21
SKU00195,Product 195,BrandD,Obsolete,Y,87,1795.47
SKU00196,Product 196,BrandC,Obsolete,Y,127,1401.25
SKU00197,Product 197,BrandC,Active,Y,151,3496.07
SKU00198,Product 198,BrandA,Obsolete,Y,85,2358.78
SKU00199,Product 199,BrandE,Active,Y,95,2317.43
SKU00200,Product 200,BrandD,Active,Y,129,1248.94
