item_no,item_description,vendor,item_status,active,quantity,sales_amt
SKU00166,Product 166,BrandB,Active,Y,48,1354.12
SKU00167,Product 167,BrandD,Active,Y,99,2100.13
SKU00168,Product 168,BrandC,Active,Y,87,2496.84
SKU00169,Product 169,BrandA,Active,Y,39,1021.43
SKU00170,Product 170,BrandD,Active,Y,75,1700.5
SKU00171,Product 171,BrandA,Active,Y,47,972.81
SKU00172,Product 172,BrandA,Active,N,62,971.45
SKU00173,Product 173,BrandB,Active,Y,81,931.85
SKU00174,Product 174,BrandD,Active,Y,43,916.29
SKU00175,Product 175,BrandD,Active,Y,166,2489.74
SKU00176,Product 176,BrandB,Discontinued,Y,62,1677.82
SKU00177,Product 177,BrandC,Active,Y,56,1671.79
SKU00178,Product 178,BrandA,Active,Y,111,2725.43
SKU00179,Product 179,BrandE,Active,Y,66,659.38
SKU00180,Product 180,BrandA,Obsolete,Y,87,1248.54
SKU00181,Product 181,BrandA,Active,Y,90,936.04
SKU00182,Product 182,BrandC,Active,N,70,1561.79
SKU00183,Product 183,BrandA,Active,Y,63,1564.55
SKU00184,Product 184,BrandB,Active,Y,28,794.22
SKU00185,Product 185,BrandB,Obsolete,Y,66,1164.23
SKU00186,Product 186,BrandD,Obsolete,Y,71,1975.95
SKU00187,Product 187,BrandE,Active,Y,94,2567.48
SKU00188,Product 188,BrandA,Active,Y,40,599.13
SKU00189,Product 189,BrandA,Obsolete,Y,41,1111.75
SKU00190,Product 190,BrandC,Active,Y,24,390.35
SKU00191,Product 191,BrandB,Active,Y,40,581.24
SKU00192,Product 192,BrandE,Active,N,64,1425.9
SKU00193,Product 193,BrandD,Active,Y,44,669.87
SKU00194,Product 194,BrandB,Obsolete,Y,45,983.91
SKU00195,Product 195,BrandD,Obsolete,Y,108,2312.96
SKU00196,Product 196,BrandC,Obsolete,Y,97,1978.38
SKU00197,Product 197,BrandC,Active,Y,139,2275.32
SKU00198,Product 198,BrandA,Obsolete,Y,94,1886.3
SKU00199,Product 199,BrandE,Active,Y,99,2091.15
SKU00200,Product 200,BrandD,Active,Y,90,1800.46
