item_no,item_description,vendor,item_status,active,quantity,sales_amt
SKU00070,Product 70,BrandD,Active,Y,69,2001.79
SKU00071,Product 71,BrandA,Active,Y,92,1972.52
SKU00072,Product 72,BrandE,Active,N,76,610.12
SKU00073,Product 73,BrandE,Obsolete,Y,61,1687.76
SKU00074,Product 74,BrandB,Active,Y,102,1986.72
SKU00075,Product 75,BrandE,Active,Y,50,688.94
SKU00076,Product 76,BrandB,Active,Y,104,2587.53
SKU00077,Product 77,BrandA,Active,N,176,4996.05
SKU00078,Product 78,BrandD,Active,Y,57,1062.55
SKU00079,Product 79,BrandD,Discontinued,Y,17,254.02
SKU00080,Product 80,BrandD,Active,Y,152,3854.23
SKU00081,Product 81,BrandE,Active,Y,113,2598.92
SKU00082,Product 82,BrandA,Obsolete,N,17,468.39
SKU00083,Product 83,BrandE,Active,N,18,418.24
SKU00084,Product 84,BrandE,Discontinued,Y,173,2310.87
SKU00085,Product 85,BrandA,Active,N,49,1396.33
SKU00086,Product 86,BrandA,Active,Y,92,948.19
SKU00087,Product 87,BrandA,Active,Y,88,1222.74
SKU00088,Product 88,BrandA,Discontinued,Y,134,2605.53
SKU00089,Product 89,BrandD,Active,Y,126,2576.24
SKU00090,Product 90,BrandC,Active,Y,132,1100.46
SKU00091,Product 91,BrandC,Active,Y,71,1787.25
SKU00092,Product 92,BrandA,Active,Y,189,3015.56
SKU00093,Product 93,BrandC,Active,Y,15,254.12
SKU00094,Product 94,BrandC,Active,Y,111,2864.48
SKU00095,Product 95,BrandA,Active,Y,343,5606.07
SKU00096,Product 96,BrandC,Obsolete,Y,93,840.62
SKU00097,Product 97,BrandE,Obsolete,Y,110,1306.98
SKU00098,Product 98,BrandB,Active,Y,205,5951.12
SKU00099,Product 99,BrandB,Active,Y,42,401.05
SKU00100,Product 100,BrandA,Active,Y,54,853.66
SKU00101,Product 101,BrandD,Active,Y,123,2345.6
SKU00102,Product 102,BrandA,Active,Y,75,1413.91
SKU00103,Product 103,BrandD,Active,Y,119,962.37
SKU00104,Product 104,BrandB,Active,Y,53,1008.36
SKU00105,Product 105,BrandA,Obsolete,Y,64,1052.35
SKU00106,Product 106,BrandE,Active,Y,154,4525.4
SKU00107,Product 107,BrandC,Active,Y,47,540.57
SKU00108,Product 108,BrandD,Active,Y,50,789.57
SKU00109,Product 109,BrandC,Active,Y,38,654.69
SKU00110,Product 110,BrandC,Active,N,42,697.0
SKU00111,Product 111,BrandA,Active,Y,146,3306.65
SKU00112,Product 112,BrandC,Active,Y,46,586.1
SKU00113,Product 113,BrandE,Active,Y,49,630.32
SKU00114,Product 114,BrandC,Active,N,89,2139.8
SKU00115,Product 115,BrandA,Active,N,78,1482.5
SKU00116,Product 116,BrandE,Active,Y,124,2124.54
SKU00117,Product 117,BrandB,Active,Y,58,679.9
SKU00118,Product 118,BrandC,Active,Y,74,897.29
SKU00119,Product 119,BrandA,Active,Y,45,370.45
SKU00120,Product 120,BrandB,Obsolete,Y,79,790.9
SKU00121,Product 121,BrandB,Active,Y,48,972.02
SKU00122,Product 122,BrandD,Active,N,142,3922.21
SKU00123,Product 123,BrandE,Active,Y,88,1259.95
SKU00124,Product 124,BrandC,Active,Y,76,1155.99
SKU00125,Product 125,BrandA,Active,Y,76,801.29
SKU00126,Product 126,BrandD,Active,N,97,1605.34
SKU00127,Product 127,BrandE,Discontinued,N,46,405.67
SKU00128,Product 128,BrandD,Obsolete,Y,24,676.49
SKU00129,Product 129,BrandE,Obsolete,Y,63,1436.93
SKU00130,Product 130,BrandE,Active,Y,22,655.52
SKU00131,Product 131,BrandC,Active,Y,60,1645.33
SKU00132,Product 132,BrandE,Active,Y,126,2319.13
SKU00133,Product 133,BrandD,Active,Y,237,4605.64
SKU00134,Product 134,BrandE,Active,Y,124,1511.89
SKU00135,Product 135,BrandC,Obsolete,Y,76,1380.53
SKU00136,Product 136,BrandC,Active,Y,92,2563.73
SKU00137,Product 137,BrandD,Discontinued,Y,56,510.65
SKU00138,Product 138,BrandB,Active,Y,110,2969.81
SKU00139,Product 139,BrandB,Obsolete,Y,128,1984.11
SKU00140,Product 140,BrandE,Active,Y,18,500.21
SKU00141,Product 141,BrandA,Active,Y,309,8868.1
SKU00142,Product 142,BrandE,Active,Y,100,2275.9
SKU00143,Product 143,BrandD,Active,Y,85,1922.47
SKU00144,Product 144,BrandD,Active,Y,128,2298.96
SKU00145,Product 145,BrandD,Discontinued,Y,85,2242.46
SKU00146,Product 146,BrandD,Active,Y,108,3148.79
SKU00147,Product 147,BrandD,Active,N,29,726.5
SKU00148,Product 148,BrandC,Active,Y,46,997.4
SKU00149,Product 149,BrandB,Active,Y,103,2198.99
SKU00150,Product 150,BrandD,Active,N,101,2695.52
SKU00151,Product 151,BrandA,Active,Y,133,2647.56
SKU00152,Product 152,BrandA,Active,N,131,3364.72
SKU00153,Product 153,BrandA,Active,Y,98,1881.16
SKU00154,Product 154,BrandA,Active,Y,56,524.93
SKU00155,Product 155,BrandC,Active,Y,66,1085.49
SKU00156,Product 156,BrandA,Active,Y,132,2346.66
SKU00157,Product 157,BrandD,Obsolete,Y,59,655.82
SKU00158,Product 158,BrandE,Active,N,94,963.96
SKU00159,Product 159,BrandA,Active,Y,97,1918.68
SKU00160,Product 160,BrandC,Active,Y,36,355.43
SKU00161,Product 161,BrandC,Active,Y,61,894.55
SKU00162,Product 162,BrandA,Obsolete,Y,30,731.43
SKU00163,Product 163,BrandE,Active,Y,49,1431.66
SKU00164,Product 164,BrandA,Active,Y,129,3069.32
SKU00165,Product 165,BrandC,Active,Y,48,1432.21
SKU00166,Product 166,BrandB,Active,Y,59,1378.44
SKU00167,Product 167,BrandD,Active,Y,126,1822.4
SKU00168,Product 168,BrandC,Active,Y,92,2096.23
SKU00169,Product 169,BrandA,Active,Y,50,1172.37
SKU00170,Product 170,BrandD,Active,Y,58,938.32
SKU00171,Product 171,BrandA,Active,Y,65,545.33
SKU00172,Product 172,BrandA,Active,N,77,1807.22
SKU00173,Product 173,BrandB,Active,Y,101,856.22
SKU00174,Product 174,BrandD,Active,Y,62,1356.94
SKU00175,Product 175,BrandD,Active,Y,271,3143.48
SKU00176,Product 176,BrandB,Discontinued,Y,79,1615.02
SKU00177,Product 177,BrandC,Active,Y,66,1259.68
SKU00178,Product 178,BrandA,Active,Y,141,1169.92
SKU00179,Product 179,BrandE,Active,Y,55,879.07
SKU00180,Product 180,BrandA,Obsolete,Y,130,2759.12
SKU00181,Product 181,BrandA,Active,Y,86,2293.56
SKU00182,Product 182,BrandC,Active,N,71,1956.06
SKU00183,Product 183,BrandA,Active,Y,57,1062.75
SKU00184,Product 184,BrandB,Active,Y,41,985.04
SKU00185,Product 185,BrandB,Obsolete,Y,110,1645.82
SKU00186,Product 186,BrandD,Obsolete,Y,72,1118.02
SKU00187,Product 187,BrandE,Active,Y,92,1129.59
SKU00188,Product 188,BrandA,Active,Y,42,855.24
SKU00189,Product 189,BrandA,Obsolete,Y,23,343.17
SKU00190,Product 190,BrandC,Active,Y,24,236.55
SKU00191,Product 191,BrandB,Active,Y,39,899.74
SKU00192,Product 192,BrandE,Active,N,75,1767.79
SKU00193,Product 193,BrandD,Active,Y,63,1002.95
SKU00194,Product 194,BrandB,Obsolete,Y,46,445.64
SKU00195,Product 195,BrandD,Obsolete,Y,109,1894.26
SKU00196,Product 196,BrandC,Obsolete,Y,127,2251.89
SKU00197,Product 197,BrandC,Active,Y,173,3928.96
SKU00198,Product 198,BrandA,Obsolete,Y,119,1777.76
SKU00199,Product 199,BrandE,Active,Y,150,3452.58
SKU00200,Product 200,BrandD,Active,Y,108,2934.66
