item_no,item_description,vendor,item_status,active,quantity,sales_amt
SKU00107,Product 107,BrandC,Active,Y,55,1415.27
SKU00108,Product 108,BrandD,Active,Y,56,759.95
SKU00109,Product 109,BrandC,Active,Y,47,633.39
SKU00110,Product 110,BrandC,Active,N,48,1007.44
SKU00111,Product 111,BrandA,Active,Y,121,1154.65
SKU00112,Product 112,BrandC,Active,Y,66,566.18
SKU00113,Product 113,BrandE,Active,Y,54,742.1
SKU00114,Product 114,BrandC,Active,N,103,2043.26
SKU00115,Product 115,BrandA,Active,N,75,2097.57
SKU00116,Product 116,BrandE,Active,Y,122,3247.83
SKU00117,Product 117,BrandB,Active,Y,47,883.12
SKU00118,Product 118,BrandC,Active,Y,99,872.7
SKU00119,Product 119,BrandA,Active,Y,36,711.92
SKU00120,Product 120,BrandB,Obsolete,Y,84,1974.46
SKU00121,Product 121,BrandB,Active,Y,49,757.62
SKU00122,Product 122,BrandD,Active,N,166,1733.6
SKU00123,Product 123,BrandE,Active,Y,95,1342.21
SKU00124,Product 124,BrandC,Active,Y,97,2422.57
SKU00125,Product 125,BrandA,Active,Y,89,1399.74
SKU00126,Product 126,BrandD,Active,N,127,3284.68
SKU00127,Product 127,BrandE,Discontinued,N,44,661.3
SKU00128,Product 128,BrandD,Obsolete,Y,28,324.75
SKU00129,Product 129,BrandE,Obsolete,Y,65,1143.26
SKU00130,Product 130,BrandE,Active,Y,23,412.85
SKU00131,Product 131,BrandC,Active,Y,91,760.25
SKU00132,Product 132,BrandE,Active,Y,136,1438.2
SKU00133,Product 133,BrandD,Active,Y,211,2546.43
SKU00134,Product 134,BrandE,Active,Y,166,1742.82
SKU00135,Product 135,BrandC,Obsolete,Y,56,868.76
SKU00136,Product 136,BrandC,Active,Y,109,3185.17
SKU00137,Product 137,BrandD,Discontinued,Y,49,940.94
SKU00138,Product 138,BrandB,Active,Y,123,2682.17
SKU00139,Product 139,BrandB,Obsolete,Y,135,2138.47
SKU00140,Product 140,BrandE,Active,Y,19,287.22
SKU00141,Product 141,BrandA,Active,Y,270,2297.49
SKU00142,Product 142,BrandE,Active,Y,84,1596.62
SKU00143,Product 143,BrandD,Active,Y,93,1733.46
SKU00144,Product 144,BrandD,Active,Y,164,1881.45
SKU00145,Product 145,BrandD,Discontinued,Y,74,1836.32
SKU00146,Product 146,BrandD,Active,Y,81,1525.95
SKU00147,Product 147,BrandD,Active,N,32,494.65
SKU00148,Product 148,BrandC,Active,Y,62,696.38
SKU00149,Product 149,BrandB,Active,Y,96,1934.16
SKU00150,Product 150,BrandD,Active,N,79,1940.4
SKU00151,Product 151,BrandA,Active,Y,160,2272.64
SKU00152,Product 152,BrandA,Active,N,132,1691.38
SKU00153,Product 153,BrandA,Active,Y,151,2941.87
SKU00154,Product 154,BrandA,Active,Y,69,787.81
SKU00155,Product 155,BrandC,Active,Y,65,1473.26
SKU00156,Product 156,BrandA,Active,Y,159,3389.49
SKU00157,Product 157,BrandD,Obsolete,Y,62,614.78
SKU00158,Product 158,BrandE,Active,N,110,968.38
SKU00159,Product 159,BrandA,Active,Y,75,1623.48
SKU00160,Product 160,BrandC,Active,Y,48,694.77
SKU00161,Product 161,BrandC,Active,Y,64,633.72
SKU00162,Product 162,BrandA,Obsolete,Y,32,790.64
SKU00163,Product 163,BrandE,Active,Y,68,1013.81
SKU00164,Product 164,BrandA,Active,Y,129,2336.34
SKU00165,Product 165,BrandC,Active,Y,45,594.44
SKU00166,Product 166,BrandB,Active,Y,84,1831.28
SKU00167,Product 167,BrandD,Active,Y,178,2604.63
SKU00168,Product 168,BrandC,Active,Y,113,3310.5
SKU00169,Product 169,BrandA,Active,Y,57,1337.5
SKU00170,Product 170,BrandD,Active,Y,85,935.67
SKU00171,Product 171,BrandA,Active,Y,72,1236.04
SKU00172,Product 172,BrandA,Active,N,105,1730.32
SKU00173,Product 173,BrandB,Active,Y,120,2370.41
SKU00174,Product 174,BrandD,Active,Y,58,1538.3
SKU00175,Product 175,BrandD,Active,Y,255,5313.0
SKU00176,Product 176,BrandB,Discontinued,Y,57,533.19
SKU00177,Product 177,BrandC,Active,Y,51,1143.38
SKU00178,Product 178,BrandA,Active,Y,161,1317.28
SKU00179,Product 179,BrandE,Active,Y,76,1912.09
SKU00180,Product 180,BrandA,Obsolete,Y,171,3875.88
SKU00181,Product 181,BrandA,Active,Y,121,1789.99
SKU00182,Product 182,BrandC,Active,N,91,1313.47
SKU00183,Product 183,BrandA,Active,Y,95,2428.39
SKU00184,Product 184,BrandB,Active,Y,44,1110.27
SKU00185,Product 185,BrandB,Obsolete,Y,79,1244.3
SKU00186,Product 186,BrandD,Obsolete,Y,56,816.3
SKU00187,Product 187,BrandE,Active,Y,121,2458.25
SKU00188,Product 188,BrandA,Active,Y,31,253.71
SKU00189,Product 189,BrandA,Obsolete,Y,45,441.84
SKU00190,Product 190,BrandC,Active,Y,40,431.03
SKU00191,Product 191,BrandB,Active,Y,58,700.59
SKU00192,Product 192,BrandE,Active,N,79,1521.89
SKU00193,Product 193,BrandD,Active,Y,53,1580.95
SKU00194,Product 194,BrandB,Obsolete,Y,73,1632.1
SKU00195,Product 195,BrandD,Obsolete,Y,138,1290.1
SKU00196,Product 196,BrandC,Obsolete,Y,151,2953.97
SKU00197,Product 197,BrandC,Active,Y,154,2914.63
SKU00198,Product 198,BrandA,Obsolete,Y,129,1441.15
SKU00199,Product 199,BrandE,Active,Y,156,4406.37
SKU00200,Product 200,BrandD,Active,Y,118,2088.23
