item_no,item_description,vendor,item_status,active,quantity,sales_amt
SKU00042,Product 42,BrandA,Active,Y,48,497.37
SKU00043,Product 43,BrandD,Active,Y,107,2497.26
SKU00044,Product 44,BrandB,Active,Y,177,2223.61
SKU00045,Product 45,BrandB,Active,Y,27,766.13
SKU00046,Product 46,BrandA,Obsolete,Y,49,624.51
SKU00047,Product 47,BrandB,Discontinued,N,85,1158.05
SKU00048,Product 48,BrandE,Active,Y,28,406.96
SKU00049,Product 49,BrandB,Active,Y,67,1668.83
SKU00050,Product 50,BrandD,Active,N,17,295.92
SKU00051,Product 51,BrandD,Active,Y,120,3123.04
SKU00052,Product 52,BrandD,Discontinued,Y,68,1718.14
SKU00053,Product 53,BrandD,Active,Y,216,6144.94
SKU00054,Product 54,BrandE,Active,Y,90,2218.08
SKU00055,Product 55,BrandC,Active,Y,27,246.84
SKU00056,Product 56,BrandA,Active,Y,234,6182.32
SKU00057,Product 57,BrandD,Active,Y,110,3150.14
SKU00058,Product 58,BrandB,Active,Y,52,1552.78
SKU00059,Product 59,BrandD,Active,N,69,742.16
SKU00060,Product 60,BrandB,Active,Y,100,2149.2
SKU00061,Product 61,BrandB,Active,Y,97,1201.64
SKU00062,Product 62,BrandD,Active,N,25,344.38
SKU00063,Product 63,BrandE,Active,N,220,5368.63
SKU00064,Product 64,BrandB,Active,N,206,6078.79
SKU00065,Product 65,BrandB,Active,Y,206,4343.89
SKU00066,Product 66,BrandD,Discontinued,Y,61,1629.48
SKU00067,Product 67,BrandB,Active,Y,89,729.39
SKU00068,Product 68,BrandB,Obsolete,Y,106,933.42
SKU00069,Product 69,BrandD,Active,N,130,2746.63
SKU00070,Product 70,BrandD,Active,Y,83,1374.28
SKU00071,Product 71,BrandA,Active,Y,112,3088.36
SKU00072,Product 72,BrandE,Active,N,87,1273.99
SKU00073,Product 73,BrandE,Obsolete,Y,60,1050.31
SKU00074,Product 74,BrandB,Active,Y,103,2020.24
SKU00075,Product 75,BrandE,Active,Y,85,1190.58
SKU00076,Product 76,BrandB,Active,Y,80,2238.95
SKU00077,Product 77,BrandA,Active,N,157,2860.5
SKU00078,Product 78,BrandD,Active,Y,76,1317.19
SKU00079,Product 79,BrandD,Discontinued,Y,20,533.89
SKU00080,Product 80,BrandD,Active,Y,161,2393.03
SKU00081,Product 81,BrandE,Active,Y,139,3611.81
SKU00082,Product 82,BrandA,Obsolete,N,15,160.35
SKU00083,Product 83,BrandE,Active,N,14,168.3
SKU00084,Product 84,BrandE,Discontinued,Y,176,5089.66
SKU00085,Product 85,BrandA,Active,N,58,1538.96
SKU00086,Product 86,BrandA,Active,Y,124,2050.19
SKU00087,Product 87,BrandA,Active,Y,89,1962.1
SKU00088,Product 88,BrandA,Discontinued,Y,172,4944.2
SKU00089,Product 89,BrandD,Active,Y,145,1835.83
SKU00090,Product 90,BrandC,Active,Y,120,1115.79
SKU00091,Product 91,BrandC,Active,Y,96,1903.13
SKU00092,Product 92,BrandA,Active,Y,174,1937.86
SKU00093,Product 93,BrandC,Active,Y,18,218.18
SKU00094,Product 94,BrandC,Active,Y,117,3230.82
SKU00095,Product 95,BrandA,Active,Y,340,2775.38
SKU00096,Product 96,BrandC,Obsolete,Y,86,2233.42
SKU00097,Product 97,BrandE,Obsolete,Y,172,3332.14
SKU00098,Product 98,BrandB,Active,Y,245,4974.6
SKU00099,Product 99,BrandB,Active,Y,37,842.82
SKU00100,Product 100,BrandA,Active,Y,54,944.56
SKU00101,Product 101,BrandD,Active,Y,134,1412.82
SKU00102,Product 102,BrandA,Active,Y,116,1190.4
SKU00103,Product 103,BrandD,Active,Y,135,3320.46
SKU00104,Product 104,BrandB,Active,Y,42,540.24
SKU00105,Product 105,BrandA,Obsolete,Y,60,517.09
SKU00106,Product 106,BrandE,Active,Y,170,5023.76
SKU00107,Product 107,BrandC,Active,Y,50,1478.43
SKU00108,Product 108,BrandD,Active,Y,52,848.59
SKU00109,Product 109,BrandC,Active,Y,37,316.78
SKU00110,Product 110,BrandC,Active,N,47,1127.99
SKU00111,Product 111,BrandA,Active,Y,123,3232.72
SKU00112,Product 112,BrandC,Active,Y,49,526.76
SKU00113,Product 113,BrandE,Active,Y,50,549.0
SKU00114,Product 114,BrandC,Active,N,106,2765.43
SKU00115,Product 115,BrandA,Active,N,81,2290.84
SKU00116,Product 116,BrandE,Active,Y,126,3199.97
SKU00117,Product 117,BrandB,Active,Y,73,906.4
SKU00118,Product 118,BrandC,Active,Y,104,1773.56
SKU00119,Product 119,BrandA,Active,Y,49,1039.71
SKU00120,Product 120,BrandB,Obsolete,Y,64,737.69
SKU00121,Product 121,BrandB,Active,Y,55,694.83
SKU00122,Product 122,BrandD,Active,N,142,2019.74
SKU00123,Product 123,BrandE,Active,Y,127,2439.58
SKU00124,Product 124,BrandC,Active,Y,89,1712.16
SKU00125,Product 125,BrandA,Active,Y,74,1917.67
SKU00126,Product 126,BrandD,Active,N,123,3021.65
SKU00127,Product 127,BrandE,Discontinued,N,44,1236.5
SKU00128,Product 128,BrandD,Obsolete,Y,31,816.04
SKU00129,Product 129,BrandE,Obsolete,Y,59,801.53
SKU00130,Product 130,BrandE,Active,Y,11,168.17
SKU00131,Product 131,BrandC,Active,Y,77,1463.72
SKU00132,Product 132,BrandE,Active,Y,131,1089.13
SKU00133,Product 133,BrandD,Active,Y,185,5158.88
SKU00134,Product 134,BrandE,Active,Y,159,1427.12
SKU00135,Product 135,BrandC,Obsolete,Y,87,1313.15
SKU00136,Product 136,BrandC,Active,Y,91,1867.49
SKU00137,Product 137,BrandD,Discontinued,Y,48,930.84
SKU00138,Product 138,BrandB,Active,Y,139,3113.34
SKU00139,Product 139,BrandB,Obsolete,Y,169,3313.32
SKU00140,Product 140,BrandE,Active,Y,26,338.99
SKU00141,Product 141,BrandA,Active,Y,307,3814.08
SKU00142,Product 142,BrandE,Active,Y,93,2600.23
SKU00143,Product 143,BrandD,Active,Y,67,925.09
SKU00144,Product 144,BrandD,Active,Y,110,1559.96
SKU00145,Product 145,BrandD,Discontinued,Y,76,1298.46
SKU00146,Product 146,BrandD,Active,Y,90,996.09
SKU00147,Product 147,BrandD,Active,N,29,555.64
SKU00148,Product 148,BrandC,Active,Y,38,859.97
SKU00149,Product 149,BrandB,Active,Y,85,2149.82
SKU00150,Product 150,BrandD,Active,N,106,2507.11
SKU00151,Product 151,BrandA,Active,Y,156,1754.69
SKU00152,Product 152,BrandA,Active,N,124,2236.15
SKU00153,Product 153,BrandA,Active,Y,140,1238.85
SKU00154,Product 154,BrandA,Active,Y,73,612.58
SKU00155,Product 155,BrandC,Active,Y,65,1149.39
SKU00156,Product 156,BrandA,Active,Y,113,1532.86
SKU00157,Product 157,BrandD,Obsolete,Y,85,1957.88
SKU00158,Product 158,BrandE,Active,N,100,2393.33
SKU00159,Product 159,BrandA,Active,Y,89,2465.2
SKU00160,Product 160,BrandC,Active,Y,42,1038.87
SKU00161,Product 161,BrandC,Active,Y,65,588.99
SKU00162,Product 162,BrandA,Obsolete,Y,31,501.45
SKU00163,Product 163,BrandE,Active,Y,42,588.27
SKU00164,Product 164,BrandA,Active,Y,93,1534.03
SKU00165,Product 165,BrandC,Active,Y,43,495.43
SKU00166,Product 166,BrandB,Active,Y,84,852.56
SKU00167,Product 167,BrandD,Active,Y,109,2121.32
SKU00168,Product 168,BrandC,Active,Y,146,3481.86
SKU00169,Product 169,BrandA,Active,Y,64,1500.29
SKU00170,Product 170,BrandD,Active,Y,80,1433.66
SKU00171,Product 171,BrandA,Active,Y,49,955.02
SKU00172,Product 172,BrandA,Active,N,72,1393.86
SKU00173,Product 173,BrandB,Active,Y,123,2855.39
SKU00174,Product 174,BrandD,Active,Y,48,434.61
SKU00175,Product 175,BrandD,Active,Y,254,5998.9
SKU00176,Product 176,BrandB,Discontinued,Y,83,1727.1
SKU00177,Product 177,BrandC,Active,Y,79,976.31
SKU00178,Product 178,BrandA,Active,Y,170,1543.48
SKU00179,Product 179,BrandE,Active,Y,77,799.85
SKU00180,Product 180,BrandA,Obsolete,Y,136,2657.88
SKU00181,Product 181,BrandA,Active,Y,106,2616.61
SKU00182,Product 182,BrandC,Active,N,92,1413.35
SKU00183,Product 183,BrandA,Active,Y,75,1225.55
SKU00184,Product 184,BrandB,Active,Y,46,1313.36
SKU00185,Product 185,BrandB,Obsolete,Y,78,989.53
SKU00186,Product 186,BrandD,Obsolete,Y,62,637.51
SKU00187,Product 187,BrandE,Active,Y,82,1275.51
SKU00188,Product 188,BrandA,Active,Y,40,976.41
SKU00189,Product 189,BrandA,Obsolete,Y,42,914.5
SKU00190,Product 190,BrandC,Active,Y,31,531.57
SKU00191,Product 191,BrandB,Active,Y,52,1519.68
SKU00192,Product 192,BrandE,Active,N,63,1522.71
SKU00193,Product 193,BrandD,Active,Y,54,505.49
SKU00194,Product 194,BrandB,Obsolete,Y,52,1267.86
SKU00195,Product 195,BrandD,Obsolete,Y,126,1074.63
SKU00196,Product 196,BrandC,Obsolete,Y,159,3546.83
SKU00197,Product 197,BrandC,Active,Y,113,1427.26
SKU00198,Product 198,BrandA,Obsolete,Y,120,2798.61
SKU00199,Product 199,BrandE,Active,Y,143,2118.57
SKU00200,Product 200,BrandD,Active,Y,126,3427.97
