item_no,item_description,vendor,item_status,active,quantity,sales_amt
SKU00053,Product 53,BrandD,Active,Y,156,3999.11
SKU00054,Product 54,BrandE,Active,Y,74,1880.91
SKU00055,Product 55,BrandC,Active,Y,30,885.27
SKU00056,Product 56,BrandA,Active,Y,230,5820.53
SKU00057,Product 57,BrandD,Active,Y,90,2244.47
SKU00058,Product 58,BrandB,Active,Y,43,1155.18
SKU00059,Product 59,BrandD,Active,N,72,576.29
SKU00060,Product 60,BrandB,Active,Y,56,894.52
SKU00061,Product 61,BrandB,Active,Y,95,2301.59
SKU00062,Product 62,BrandD,Active,N,27,572.23
SKU00063,Product 63,BrandE,Active,N,134,1595.48
SKU00064,Product 64,BrandB,Active,N,170,2495.96
SKU00065,Product 65,BrandB,Active,Y,193,2974.02
SKU00066,Product 66,BrandD,Discontinued,Y,59,1209.04
SKU00067,Product 67,BrandB,Active,Y,89,2340.27
SKU00068,Product 68,BrandB,Obsolete,Y,119,3393.26
SKU00069,Product 69,BrandD,Active,N,103,2523.71
SKU00070,Product 70,BrandD,Active,Y,84,2229.77
SKU00071,Product 71,BrandA,Active,Y,77,1412.34
SKU00072,Product 72,BrandE,Active,N,117,1939.28
SKU00073,Product 73,BrandE,Obsolete,Y,54,898.54
SKU00074,Product 74,BrandB,Active,Y,113,2435.47
SKU00075,Product 75,BrandE,Active,Y,75,804.99
SKU00076,Product 76,BrandB,Active,Y,57,1182.69
SKU00077,Product 77,BrandA,Active,N,176,3983.39
SKU00078,Product 78,BrandD,Active,Y,68,1200.61
SKU00079,Product 79,BrandD,Discontinued,Y,19,550.42
SKU00080,Product 80,BrandD,Active,Y,122,2608.44
SKU00081,Product 81,BrandE,Active,Y,112,1438.08
SKU00082,Product 82,BrandA,Obsolete,N,16,296.68
SKU00083,Product 83,BrandE,Active,N,17,388.6
SKU00084,Product 84,BrandE,Discontinued,Y,164,2479.65
SKU00085,Product 85,BrandA,Active,N,52,507.11
SKU00086,Product 86,BrandA,Active,Y,85,1771.02
SKU00087,Product 87,BrandA,Active,Y,97,2798.75
SKU00088,Product 88,BrandA,Discontinued,Y,153,2856.75
SKU00089,Product 89,BrandD,Active,Y,113,3156.59
SKU00090,Product 90,BrandC,Active,Y,102,2689.79
SKU00091,Product 91,BrandC,Active,Y,73,820.74
SKU00092,Product 92,BrandA,Active,Y,154,3631.28
SKU00093,Product 93,BrandC,Active,Y,19,334.02
SKU00094,Product 94,BrandC,Active,Y,122,1647.66
SKU00095,Product 95,BrandA,Active,Y,241,5570.15
SKU00096,Product 96,BrandC,Obsolete,Y,96,2336.5
SKU00097,Product 97,BrandE,Obsolete,Y,120,1434.93
SKU00098,Product 98,BrandB,Active,Y,204,5736.03
SKU00099,Product 99,BrandB,Active,Y,44,1079.11
SKU00100,Product 100,BrandA,Active,Y,50,1426.71
SKU00101,Product 101,BrandD,Active,Y,94,1407.71
SKU00102,Product 102,BrandA,Active,Y,75,2149.9
SKU00103,Product 103,BrandD,Active,Y,118,1900.67
SKU00104,Product 104,BrandB,Active,Y,56,514.49
SKU00105,Product 105,BrandA,Obsolete,Y,39,966.63
SKU00106,Product 106,BrandE,Active,Y,137,3216.37
SKU00107,Product 107,BrandC,Active,Y,51,1078.86
SKU00108,Product 108,BrandD,Active,Y,52,976.44
SKU00109,Product 109,BrandC,Active,Y,35,304.77
SKU00110,Product 110,BrandC,Active,N,36,782.68
SKU00111,Product 111,BrandA,Active,Y,167,2867.45
SKU00112,Product 112,BrandC,Active,Y,60,1219.48
SKU00113,Product 113,BrandE,Active,Y,44,767.58
SKU00114,Product 114,BrandC,Active,N,81,2369.51
SKU00115,Product 115,BrandA,Active,N,66,1405.17
SKU00116,Product 116,BrandE,Active,Y,110,2693.15
SKU00117,Product 117,BrandB,Active,Y,74,2116.37
SKU00118,Product 118,BrandC,Active,Y,75,1576.14
SKU00119,Product 119,BrandA,Active,Y,32,264.49
SKU00120,Product 120,BrandB,Obsolete,Y,79,691.6
SKU00121,Product 121,BrandB,Active,Y,55,1289.83
SKU00122,Product 122,BrandD,Active,N,102,1442.27
SKU00123,Product 123,BrandE,Active,Y,91,1887.92
SKU00124,Product 124,BrandC,Active,Y,79,983.56
SKU00125,Product 125,BrandA,Active,Y,70,976.18
SKU00126,Product 126,BrandD,Active,N,92,1757.39
SKU00127,Product 127,BrandE,Discontinued,N,38,1119.58
SKU00128,Product 128,BrandD,Obsolete,Y,24,517.39
SKU00129,Product 129,BrandE,Obsolete,Y,56,1601.33
SKU00130,Product 130,BrandE,Active,Y,18,523.91
SKU00131,Product 131,BrandC,Active,Y,96,1207.53
SKU00132,Product 132,BrandE,Active,Y,104,1544.01
SKU00133,Product 133,BrandD,Active,Y,233,5810.98
SKU00134,Product 134,BrandE,Active,Y,166,4493.42
SKU00135,Product 135,BrandC,Obsolete,Y,44,854.61
SKU00136,Product 136,BrandC,Active,Y,83,2477.63
SKU00137,Product 137,BrandD,Discontinued,Y,55,454.0
SKU00138,Product 138,BrandB,Active,Y,130,1896.83
SKU00139,Product 139,BrandB,Obsolete,Y,129,2800.53
SKU00140,Product 140,BrandE,Active,Y,21,384.81
SKU00141,Product 141,BrandA,Active,Y,229,2419.45
SKU00142,Product 142,BrandE,Active,Y,91,1464.31
SKU00143,Product 143,BrandD,Active,Y,59,505.03
SKU00144,Product 144,BrandD,Active,Y,96,2125.48
SKU00145,Product 145,BrandD,Discontinued,Y,82,2266.51
SKU00146,Product 146,BrandD,Active,Y,93,2554.45
SKU00147,Product 147,BrandD,Active,N,27,631.53
SKU00148,Product 148,BrandC,Active,Y,41,748.12
SKU00149,Product 149,BrandB,Active,Y,90,1733.82
SKU00150,Product 150,BrandD,Active,N,88,969.07
SKU00151,Product 151,BrandA,Active,Y,164,2542.39
SKU00152,Product 152,BrandA,Active,N,111,1346.43
SKU00153,Product 153,BrandA,Active,Y,138,3597.16
SKU00154,Product 154,BrandA,Active,Y,61,1715.6
SKU00155,Product 155,BrandC,Active,Y,71,1406.67
SKU00156,Product 156,BrandA,Active,Y,123,2953.33
SKU00157,Product 157,BrandD,Obsolete,Y,60,640.33
SKU00158,Product 158,BrandE,Active,N,108,2309.88
SKU00159,Product 159,BrandA,Active,Y,69,1618.84
SKU00160,Product 160,BrandC,Active,Y,39,700.48
SKU00161,Product 161,BrandC,Active,Y,53,707.66
SKU00162,Product 162,BrandA,Obsolete,Y,27,737.16
SKU00163,Product 163,BrandE,Active,Y,60,1460.64
SKU00164,Product 164,BrandA,Active,Y,171,4753.26
SKU00165,Product 165,BrandC,Active,Y,32,832.16
SKU00166,Product 166,BrandB,Active,Y,77,2293.69
SKU00167,Product 167,BrandD,Active,Y,104,1271.69
SKU00168,Product 168,BrandC,Active,Y,105,1040.39
SKU00169,Product 169,BrandA,Active,Y,52,801.53
SKU00170,Product 170,BrandD,Active,Y,91,986.27
SKU00171,Product 171,BrandA,Active,Y,50,975.44
SKU00172,Product 172,BrandA,Active,N,76,1666.42
SKU00173,Product 173,BrandB,Active,Y,68,1409.12
SKU00174,Product 174,BrandD,Active,Y,43,589.24
SKU00175,Product 175,BrandD,Active,Y,264,7390.45
SKU00176,Product 176,BrandB,Discontinued,Y,74,626.47
SKU00177,Product 177,BrandC,Active,Y,69,1080.28
SKU00178,Product 178,BrandA,Active,Y,151,3596.49
SKU00179,Product 179,BrandE,Active,Y,70,1741.07
SKU00180,Product 180,BrandA,Obsolete,Y,131,2247.25
SKU00181,Product 181,BrandA,Active,Y,106,887.43
SKU00182,Product 182,BrandC,Active,N,68,1468.59
SKU00183,Product 183,BrandA,Active,Y,56,525.73
SKU00184,Product 184,BrandB,Active,Y,34,352.68
SKU00185,Product 185,BrandB,Obsolete,Y,87,1940.58
SKU00186,Product 186,BrandD,Obsolete,Y,51,758.61
SKU00187,Product 187,BrandE,Active,Y,80,1252.53
SKU00188,Product 188,BrandA,Active,Y,36,673.55
SKU00189,Product 189,BrandA,Obsolete,Y,45,1328.79
SKU00190,Product 190,BrandC,Active,Y,26,760.23
SKU00191,Product 191,BrandB,Active,Y,47,806.41
SKU00192,Product 192,BrandE,Active,N,75,1038.07
SKU00193,Product 193,BrandD,Active,Y,67,982.02
SKU00194,Product 194,BrandB,Obsolete,Y,48,667.83
SKU00195,Product 195,BrandD,Obsolete,Y,94,1852.68
SKU00196,Product 196,BrandC,Obsolete,Y,147,3138.58
SKU00197,Product 197,BrandC,Active,Y,84,1575.26
SKU00198,Product 198,BrandA,Obsolete,Y,92,1561.78
SKU00199,Product 199,BrandE,Active,Y,134,1694.87
SKU00200,Product 200,BrandD,Active,Y,130,2419.97
