item_no,item_description,vendor,item_status,active,quantity,sales_amt
SKU00093,Product 93,BrandC,Active,Y,17,437.3
SKU00094,Product 94,BrandC,Active,Y,105,1532.23
SKU00095,Product 95,BrandA,Active,Y,264,7699.89
SKU00096,Product 96,BrandC,Obsolete,Y,76,1503.58
SKU00097,Product 97,BrandE,Obsolete,Y,120,2592.29
SKU00098,Product 98,BrandB,Active,Y,205,4709.83
SKU00099,Product 99,BrandB,Active,Y,33,748.05
SKU00100,Product 100,BrandA,Active,Y,52,1000.55
SKU00101,Product 101,BrandD,Active,Y,133,2318.56
SKU00102,Product 102,BrandA,Active,Y,78,716.29
SKU00103,Product 103,BrandD,Active,Y,128,1086.19
SKU00104,Product 104,BrandB,Active,Y,47,746.13
SKU00105,Product 105,BrandA,Obsolete,Y,55,843.73
SKU00106,Product 106,BrandE,Active,Y,144,2380.22
SKU00107,Product 107,BrandC,Active,Y,51,563.25
SKU00108,Product 108,BrandD,Active,Y,56,1357.42
SKU00109,Product 109,BrandC,Active,Y,33,886.16
SKU00110,Product 110,BrandC,Active,N,39,1117.42
SKU00111,Product 111,BrandA,Active,Y,129,2429.32
SKU00112,Product 112,BrandC,Active,Y,57,1334.89
SKU00113,Product 113,BrandE,Active,Y,32,858.31
SKU00114,Product 114,BrandC,Active,N,89,1531.01
SKU00115,Product 115,BrandA,Active,N,74,1095.72
SKU00116,Product 116,BrandE,Active,Y,113,3232.7
SKU00117,Product 117,BrandB,Active,Y,66,1276.76
SKU00118,Product 118,BrandC,Active,Y,73,1382.59
SKU00119,Product 119,BrandA,Active,Y,38,453.16
SKU00120,Product 120,BrandB,Obsolete,Y,63,653.9
SKU00121,Product 121,BrandB,Active,Y,46,1220.21
SKU00122,Product 122,BrandD,Active,N,128,2753.4
SKU00123,Product 123,BrandE,Active,Y,73,1107.27
SKU00124,Product 124,BrandC,Active,Y,76,928.58
SKU00125,Product 125,BrandA,Active,Y,70,1415.47
SKU00126,Product 126,BrandD,Active,N,124,2584.93
SKU00127,Product 127,BrandE,Discontinued,N,41,514.71
SKU00128,Product 128,BrandD,Obsolete,Y,22,588.08
SKU00129,Product 129,BrandE,Obsolete,Y,61,601.08
SKU00130,Product 130,BrandE,Active,Y,18,285.01
SKU00131,Product 131,BrandC,Active,Y,93,2136.07
SKU00132,Product 132,BrandE,Active,Y,143,2006.38
SKU00133,Product 133,BrandD,Active,Y,250,6552.21
SKU00134,Product 134,BrandE,Active,Y,180,4369.88
SKU00135,Product 135,BrandC,Obsolete,Y,72,1825.81
SKU00136,Product 136,BrandC,Active,Y,71,754.04
SKU00137,Product 137,BrandD,Discontinued,Y,52,576.79
SKU00138,Product 138,BrandB,Active,Y,122,1744.9
SKU00139,Product 139,BrandB,Obsolete,Y,135,2618.69
SKU00140,Product 140,BrandE,Active,Y,19,464.67
SKU00141,Product 141,BrandA,Active,Y,190,5016.7
SKU00142,Product 142,BrandE,Active,Y,65,1527.2
SKU00143,Product 143,BrandD,Active,Y,99,2814.48
SKU00144,Product 144,BrandD,Active,Y,115,2789.02
SKU00145,Product 145,BrandD,Discontinued,Y,72,1061.13
SKU00146,Product 146,BrandD,Active,Y,63,871.4
SKU00147,Product 147,BrandD,Active,N,20,466.32
SKU00148,Product 148,BrandC,Active,Y,43,526.46
SKU00149,Product 149,BrandB,Active,Y,98,983.89
SKU00150,Product 150,BrandD,Active,N,93,1832.93
SKU00151,Product 151,BrandA,Active,Y,141,3676.73
SKU00152,Product 152,BrandA,Active,N,160,1636.86
SKU00153,Product 153,BrandA,Active,Y,113,2872.64
SKU00154,Product 154,BrandA,Active,Y,69,1783.97
SKU00155,Product 155,BrandC,Active,Y,71,1321.31
SKU00156,Product 156,BrandA,Active,Y,133,1231.69
SKU00157,Product 157,BrandD,Obsolete,Y,58,686.78
SKU00158,Product 158,BrandE,Active,N,74,1743.69
SKU00159,Product 159,BrandA,Active,Y,86,2034.68
SKU00160,Product 160,BrandC,Active,Y,48,1332.66
SKU00161,Product 161,BrandC,Active,Y,89,1852.9
SKU00162,Product 162,BrandA,Obsolete,Y,28,300.45
SKU00163,Product 163,BrandE,Active,Y,45,480.2
SKU00164,Product 164,BrandA,Active,Y,133,3174.03
SKU00165,Product 165,BrandC,Active,Y,36,433.56
SKU00166,Product 166,BrandB,Active,Y,72,1096.16
SKU00167,Product 167,BrandD,Active,Y,104,1946.74
SKU00168,Product 168,BrandC,Active,Y,84,717.77
SKU00169,Product 169,BrandA,Active,Y,54,727.6
SKU00170,Product 170,BrandD,Active,Y,78,1323.94
SKU00171,Product 171,BrandA,Active,Y,57,806.66
SKU00172,Product 172,BrandA,Active,N,78,858.01
SKU00173,Product 173,BrandB,Active,Y,136,3266.21
SKU00174,Product 174,BrandD,Active,Y,44,1139.13
SKU00175,Product 175,BrandD,Active,Y,323,4413.65
SKU00176,Product 176,BrandB,Discontinued,Y,67,1677.49
SKU00177,Product 177,BrandC,Active,Y,38,626.32
SKU00178,Product 178,BrandA,Active,Y,93,1780.68
SKU00179,Product 179,BrandE,Active,Y,71,1905.07
SKU00180,Product 180,BrandA,Obsolete,Y,155,3797.34
SKU00181,Product 181,BrandA,Active,Y,85,2185.57
SKU00182,Product 182,BrandC,Active,N,103,1134.09
SKU00183,Product 183,BrandA,Active,Y,89,848.51
SKU00184,Product 184,BrandB,Active,Y,39,1078.54
SKU00185,Product 185,BrandB,Obsolete,Y,92,1520.98
SKU00186,Product 186,BrandD,Obsolete,Y,72,1032.0
SKU00187,Product 187,BrandE,Active,Y,114,2729.54
SKU00188,Product 188,BrandA,Active,Y,44,1161.65
SKU00189,Product 189,BrandA,Obsolete,Y,41,1105.97
SKU00190,Product 190,BrandC,Active,Y,27,403.7
SKU00191,Product 191,BrandB,Active,Y,51,1364.18
SKU00192,Product 192,BrandE,Active,N,80,712.04
SKU00193,Product 193,BrandD,Active,Y,48,436.44
SKU00194,Product 194,BrandB,Obsolete,Y,53,1151.02
SKU00195,Product 195,BrandD,Obsolete,Y,109,1023.33
SKU00196,Product 196,BrandC,Obsolete,Y,118,1786.69
SKU00197,Product 197,BrandC,Active,Y,150,3420.09
SKU00198,Product 198,BrandA,Obsolete,Y,133,2050.84
SKU00199,Product 199,BrandE,Active,Y,141,1685.12
SKU00200,Product 200,BrandD,Active,Y,133,1887.23
